사업장명칭,주사육업종,사업장소재지,면적,기준일자
순0농장,한우,경상북도 예천군 풍양면 낙상리,432,2026-01-14
미0농장,한우,경상북도 예천군 풍양면 우망리,314,2026-01-14
연0골농장,한우,경상북도 예천군 은풍면 율곡리,1112,2026-01-14
청0농장,한우,경상북도 예천군 풍양면 청운리,256,2026-01-14
주0농장,한우,경상북도 예천군 용문면 선리,306,2026-01-14
청0축산,한우,경상북도 예천군 풍양면 청곡리,472,2026-01-14
문0축산,한우,경상북도 예천군 호명읍 본포리,384,2026-01-14
마0제2농장,한우,경상북도 예천군 유천면 마천리,972,2026-01-14
수0농장,한우,경상북도 예천군 개포면 가곡리,1539,2026-01-14
홍0축사,한우,경상북도 예천군 유천면 고림리,1272.59,2026-01-14
광0농장,한우,경상북도 예천군 지보면 지보리,640,2026-01-14
無0축산,한우,경상북도 예천군 풍양면 고산리,1238,2026-01-14
유0네 농장,한우,경상북도 예천군 유천면 율현리,304,2026-01-14
밤0개 농장,한우,경상북도 예천군 유천면 율현리,729,2026-01-14
영0축산,한우,경상북도 예천군 유천면 율현리,1578,2026-01-14
청0농장,한우,경상북도 예천군 예천읍 생천리,384,2026-01-14
장0농장,한우,경상북도 예천군 유천면 가리,372,2026-01-14
구0농장,한우,경상북도 예천군 용문면 구계리,320,2026-01-14
희0농장,한우,경상북도 예천군 유천면 화지리,480,2026-01-14
덕0축산,한우,경상북도 예천군 풍양면 공덕리,768,2026-01-14
보0농장,한우,경상북도 예천군 보문면 신월리,384,2026-01-14
섬0농장,한우,경상북도 예천군 개포면 신음리,768,2026-01-14
대0농장,한우,경상북도 예천군 유천면 고산리,1542,2026-01-14
버0네 농장,한우,경상북도 예천군 유천면 매산리,512,2026-01-14
이0호 축사,한우,경상북도 예천군 지보면 소화리,1000,2026-01-14
대0제2농장,한우,경상북도 예천군 풍양면 흔효리,900.2,2026-01-14
미0한우농장,한우,경상북도 예천군 유천면 율현리,405,2026-01-14
부0농장,한우,경상북도 예천군 유천면 고산리,328,2026-01-14
태0농장,한우,경상북도 예천군 지보면 신풍리,550,2026-01-14
유0축산,한우,경상북도 예천군 개포면 황산리,320,2026-01-14
산0농원,한우,경상북도 예천군 감천면 유리,643,2026-01-14
두0봉축산,한우,경상북도 예천군 유천면 수심리,352,2026-01-14
제0농장,한우,경상북도 예천군 감천면 유리,1012.8,2026-01-14
부0농장,오리,경상북도 예천군 예천읍 고평리,4456,2026-01-14
승0농원,한우,경상북도 예천군 은풍면 우곡리,1083,2026-01-14
세0농장,한우,경상북도 예천군 호명읍 종산리,320,2026-01-14
지0농장,한우,경상북도 예천군 예천읍 지내리,704,2026-01-14
성0농장,한우,경상북도 예천군 감천면 현내리,2412,2026-01-14
진0은정농장,한우,경상북도 예천군 보문면 신월리,556,2026-01-14
수0농장,한우,경상북도 예천군 지보면 소화리,364.5,2026-01-14
중0농장,한우,경상북도 예천군 용궁면 대은리,448,2026-01-14
가0농장,한우,경상북도 예천군 유천면 화지리,704,2026-01-14
오0농장,한우,경상북도 예천군 지보면 송평리,350,2026-01-14
원0농장,한우,경상북도 예천군 용궁면 산택리,512,2026-01-14
삼0농장,한우,경상북도 예천군 용문면 하학리,320,2026-01-14
송0네 농장,한우,경상북도 예천군 예천읍 생천리,384,2026-01-14
용0농원,오리,경상북도 예천군 용궁면 덕계리,3427.5,2026-01-14
학0농장,한우,경상북도 예천군 보문면 수계리,300,2026-01-14
승0농장,한우,경상북도 예천군 보문면 승본리,832,2026-01-14
사0농장,한우,경상북도 예천군 유천면 사곡리,320,2026-01-14
재0농장,한우,경상북도 예천군 용궁면 금남리,320,2026-01-14
우0농원,한우,경상북도 예천군 용문면 사부리,800,2026-01-14
윤0농장,한우,경상북도 예천군 풍양면 낙상리,480,2026-01-14
진0농장,한우,경상북도 예천군 예천읍 생천리,320,2026-01-14
진0농장,한우,경상북도 예천군 보문면 신월리,320,2026-01-14
제0농장,한우,경상북도 예천군 풍양면 흔효리,192,2026-01-14
시0농장,한우,경상북도 예천군 풍양면 청곡리,1056,2026-01-14
진0농장,한우,경상북도 예천군 지보면 매창리,240,2026-01-14
갑0농장,한우,경상북도 예천군 지보면 매창리,576,2026-01-14
민0농장,한우,경상북도 예천군 풍양면 공덕리,512,2026-01-14
재0농장,한우,경상북도 예천군 감천면 돈산리,384,2026-01-14
수0농장,한우,경상북도 예천군 유천면 가리,256,2026-01-14
정0한우 제2농장,한우,경상북도 예천군 보문면 승본리,384,2026-01-14
남0농장,한우,경상북도 예천군 유천면 광전리,953,2026-01-14
거0농장,한우,경상북도 예천군 효자면 두성리,512,2026-01-14
카0농장,한우,경상북도 예천군 감천면 유리,1467.5,2026-01-14
초0농장,한우,경상북도 예천군 유천면 초적리,160,2026-01-14
휘0농장,한우,경상북도 예천군 유천면 수심리,300,2026-01-14
코0소농장,한우,경상북도 예천군 풍양면 낙상리,1021.5,2026-01-14
해0미농장,한우,경상북도 예천군 예천읍 상동리,750,2026-01-14
하0농장,한우,경상북도 예천군 지보면 송평리,512,2026-01-14
예0농원,육계,경상북도 예천군 풍양면 청곡리,3364,2026-01-14
예0홍삼유황오리 농장,오리,경상북도 예천군 호명읍 직산리,3976,2026-01-14
경0농장,한우,경상북도 예천군 용궁면 송암리,336,2026-01-14
새0을축산,한우,경상북도 예천군 예천읍 고평리,640,2026-01-14
큰0늘 농장,한우,경상북도 예천군 지보면 도장리,512,2026-01-14
그0한우농장,한우,경상북도 예천군 감천면 덕율리,1437,2026-01-14
신0제2목장,육우,경상북도 예천군 예천읍 동본리,96,2026-01-14
그0농장,한우,경상북도 예천군 감천면 덕율리,812,2026-01-14
누0농장,한우,경상북도 예천군 개포면 갈마리,384,2026-01-14
양0목장,한우,경상북도 예천군 지보면 마전리,640,2026-01-14
성0축산,한우,경상북도 예천군 풍양면 오지리,655,2026-01-14
산0농장,한우,경상북도 예천군 보문면 산성리,550,2026-01-14
석0네 한우농장,한우,경상북도 예천군 감천면 장산리,1260,2026-01-14
주0농장,한우,경상북도 예천군 감천면 증거리,135,2026-01-14
은0농장,한우,경상북도 예천군 감천면 유리,360,2026-01-14
정0영농장,한우,경상북도 예천군 지보면 도장리,416,2026-01-14
야0조수인공사육장,한우,경상북도 예천군 예천읍 청복리,330,2026-01-14
승0농장,한우,경상북도 예천군 지보면 수월리,256,2026-01-14
코0아축산,한우,경상북도 예천군 호명읍 종산리,630,2026-01-14
덕0농원,오리,경상북도 예천군 용궁면 덕계리,3672,2026-01-14
통0농장,한우,경상북도 예천군 예천읍 통명리,567,2026-01-14
광0농장,한우,경상북도 예천군 호명읍 종산리,316,2026-01-14
가0목장,젖소,경상북도 예천군 감천면 수한리,1192.04,2026-01-14
풀0농장,육계,경상북도 예천군 풍양면 흔효리,3958.5,2026-01-14
상0농장,오리,경상북도 예천군 용궁면 월오리,2760,2026-01-14
율0농장,한우,경상북도 예천군 은풍면 율곡리,210,2026-01-14
목0태산,한우,경상북도 예천군 용궁면 금남리,384,2026-01-14
황0농장,한우,경상북도 예천군 풍양면 괴당리,384,2026-01-14
봉0농장,한우,경상북도 예천군 호명읍 금능리,750,2026-01-14
지0농장,한우,경상북도 예천군 호명읍 금능리,1125,2026-01-14
(주0올케어코리아,오리,경상북도 예천군 예천읍 고평리,2848,2026-01-14
보0골농원,한우,경상북도 예천군 감천면 포리,198.4,2026-01-14
대0농장,한우,경상북도 예천군 호명읍 산합리,208,2026-01-14
동0축산,한우,경상북도 예천군 용궁면 대은리,576,2026-01-14
한0축사,한우,경상북도 예천군 용문면 내지리,96,2026-01-14
한0농장,한우,경상북도 예천군 개포면 황산리,648,2026-01-14
창0농장,한우,경상북도 예천군 감천면 현내리,768,2026-01-14
선0농장,한우,경상북도 예천군 호명읍 금능리,422,2026-01-14
단0농장,한우,경상북도 예천군 감천면 현내리,1600,2026-01-14
고0농장,한우,경상북도 예천군 예천읍 고평리,47.04,2026-01-14
산0병대농장,한우,경상북도 예천군 보문면 산성길,600,2026-01-14
대0축산,한우,경상북도 예천군 지보면 마전리,1585.37,2026-01-14
영0농장,한우,경상북도 예천군 풍양면 와룡리,1650,2026-01-14
감0농장,육계,경상북도 예천군 감천면 포리,2447,2026-01-14
직0농장,한우,경상북도 예천군 호명읍 직산리,384,2026-01-14
옥0농장,한우,경상북도 예천군 보문면 옥천리,340,2026-01-14
동0농장,한우,경상북도 예천군 보문면 독양리,160.8,2026-01-14
마02농장,한우,경상북도 예천군 감천면 마촌리,1248,2026-01-14
희0농장,한우,경상북도 예천군 지보면 마전리,320,2026-01-14
어0성농장,한우,경상북도 예천군 은풍면 오류리,448,2026-01-14
우0농장,한우,경상북도 예천군 풍양면 낙상리,192,2026-01-14
덕0농장,한우,경상북도 예천군 호명읍 본리,263.2,2026-01-14
팜0스,한우,경상북도 예천군 유천면 광전리,1752,2026-01-14
창0농장,한우,경상북도 예천군 지보면 암천리,160,2026-01-14
오0농장,한우,경상북도 예천군 유천면 용암리,48.5,2026-01-14
송0농장,한우,경상북도 예천군 용문면 내지리,660,2026-01-14
명0농장,한우,경상북도 예천군 용궁면 무이리,768.3,2026-01-14
한0농장,한우,경상북도 예천군 용궁면 월오리,609.86,2026-01-14
문0농장,한우,경상북도 예천군 용궁면 금남리,648,2026-01-14
교0농장,한우,경상북도 예천군 유천면 손기리,384,2026-01-14
동0농장,한우,경상북도 예천군 예천읍 지내리,256,2026-01-14
순0농장,한우,경상북도 예천군 감천면 돈산리,1088,2026-01-14
조0길농장,한우,경상북도 예천군 지보면 도화리,256,2026-01-14
유0농장,한우,경상북도 예천군 지보면 도화리,128,2026-01-14
천0농장,한우,경상북도 예천군 지보면 매창리,300,2026-01-14
본0농장,한우,경상북도 예천군 감천면 유리,387,2026-01-14
청0농장,한우,경상북도 예천군 감천면 마촌리,1820.65,2026-01-14
월0농장,한우,경상북도 예천군 감천면 현내리,192,2026-01-14
직0농장,한우,경상북도 예천군 호명읍 직산리,370,2026-01-14
우0농장,한우,경상북도 예천군 호명읍 직산리,226,2026-01-14
창0농장,한우,경상북도 예천군 용궁면 대은리,83,2026-01-14
재0농장,한우,경상북도 예천군 용궁면 금남리,320,2026-01-14
가0농장,한우,경상북도 예천군 감천면 현내리,1139.5,2026-01-14
오0농장,한우,경상북도 예천군 감천면 천향리,160,2026-01-14
건0농장,한우,경상북도 예천군 예천읍 청복리,324,2026-01-14
능0농장,한우,경상북도 예천군 용문면 능천리,576,2026-01-14
황0농장,한우,경상북도 예천군 감천면 마촌리,384,2026-01-14
희0농장,한우,경상북도 예천군 감천면 포리,283,2026-01-14
재0농장,한우,경상북도 예천군 호명읍 산합리,1385.1,2026-01-14
우0농장,한우,경상북도 예천군 은풍면 율곡리,420,2026-01-14
우0농장,한우,경상북도 예천군 은풍면 우곡리,256,2026-01-14
혈0농장,한우,경상북도 예천군 지보면 송평리,2850,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 대심리,110,2026-01-14
원0농장,한우,경상북도 예천군 예천읍 통명리,192,2026-01-14
상0농장,한우,경상북도 예천군 예천읍 갈구리,33,2026-01-14
준0농장,한우,경상북도 예천군 유천면 화전리,66,2026-01-14
두0농장,한우,경상북도 예천군 유천면 사곡리,736,2026-01-14
태0농장,한우,경상북도 예천군 유천면 용암리,21,2026-01-14
이0농장,한우,경상북도 예천군 유천면 연천리,23,2026-01-14
진0농장,한우,경상북도 예천군 유천면 연천리,20,2026-01-14
종0농장,한우,경상북도 예천군 유천면 율현리,30,2026-01-14
영0농장,한우,경상북도 예천군 유천면 율현리,151,2026-01-14
재0농장,한우,경상북도 예천군 유천면 중평리,56,2026-01-14
두0농장,한우,경상북도 예천군 유천면 중평리,99,2026-01-14
세0농장,한우,경상북도 예천군 유천면 손기리,26,2026-01-14
종0농장,한우,경상북도 예천군 효자면 백석리,180,2026-01-14
기0농장,한우,경상북도 예천군 보문면 간방리,42,2026-01-14
성0농장,한우,경상북도 예천군 보문면 간방리,140,2026-01-14
시0농장,한우,경상북도 예천군 보문면 미호리,20,2026-01-14
시0농장,한우,경상북도 예천군 보문면 미호리,33,2026-01-14
규0농장,한우,경상북도 예천군 보문면 미호리,164,2026-01-14
창0농장,한우,경상북도 예천군 보문면 작곡리,43.68,2026-01-14
두0농장,한우,경상북도 예천군 보문면 작곡리,40,2026-01-14
규0농장,한우,경상북도 예천군 보문면 작곡리,30,2026-01-14
재0농장,한우,경상북도 예천군 보문면 수계리,132,2026-01-14
정0농장,한우,경상북도 예천군 보문면 수계리,50,2026-01-14
정0농장,한우,경상북도 예천군 보문면 수계리,199,2026-01-14
명0농장,한우,경상북도 예천군 예천읍 청복리,120,2026-01-14
시0농장,한우,경상북도 예천군 예천읍 동본리,99,2026-01-14
영0농장,한우,경상북도 예천군 유천면 고산리,17,2026-01-14
영0농장,한우,경상북도 예천군 유천면 성평리,448,2026-01-14
덕0농장,한우,경상북도 예천군 유천면 가리,30,2026-01-14
사0농장,한우,경상북도 예천군 풍양면 청운리,250.26,2026-01-14
남0농장,한우,경상북도 예천군 풍양면 청운리,230,2026-01-14
차0농장,한우,경상북도 예천군 풍양면 흥천리,900,2026-01-14
창0농장,한우,경상북도 예천군 풍양면 청운리,180,2026-01-14
재0농장,한우,경상북도 예천군 풍양면 삼강리,186,2026-01-14
보0농장,한우,경상북도 예천군 풍양면 삼강리,221,2026-01-14
수0농장,한우,경상북도 예천군 풍양면 삼강리,44,2026-01-14
위0농장,한우,경상북도 예천군 보문면 승본리,36,2026-01-14
경0농장,한우,경상북도 예천군 보문면 승본리,240,2026-01-14
시0농장,한우,경상북도 예천군 보문면 승본리,190,2026-01-14
태0농장,한우,경상북도 예천군 보문면 승본리,272,2026-01-14
단0농장,한우,경상북도 예천군 보문면 독양리,132,2026-01-14
동0농장,한우,경상북도 예천군 보문면 독양리,184.32,2026-01-14
영0농장,한우,경상북도 예천군 보문면 수계리,35,2026-01-14
성0농장,한우,경상북도 예천군 보문면 오암리,30,2026-01-14
상0농장,한우,경상북도 예천군 보문면 오암리,60,2026-01-14
점0농장,한우,경상북도 예천군 보문면 신월리,130,2026-01-14
종0농장,한우,경상북도 예천군 보문면 신월리,50,2026-01-14
대0농장,한우,경상북도 예천군 보문면 승본리,448,2026-01-14
영0농장,한우,경상북도 예천군 예천읍 왕신리,148,2026-01-14
기0농장,한우,경상북도 예천군 예천읍 대심리,60,2026-01-14
손0자연농원,염소,경상북도 예천군 유천면 손기리,190,2026-01-14
수0농장,한우,경상북도 예천군 유천면 수심리,83,2026-01-14
용0농장,한우,경상북도 예천군 유천면 가리,26,2026-01-14
상0농장,한우,경상북도 예천군 유천면 가리,10,2026-01-14
진0농장,한우,경상북도 예천군 유천면 가리,40,2026-01-14
병0농장,한우,경상북도 예천군 유천면 가리,30,2026-01-14
재0농장,한우,경상북도 예천군 지보면 마산리,120,2026-01-14
석0농장,한우,경상북도 예천군 지보면 마전리,16,2026-01-14
익0농장,한우,경상북도 예천군 보문면 승본리,30,2026-01-14
옥0농장,한우,경상북도 예천군 보문면 승본리,30,2026-01-14
두0농장,한우,경상북도 예천군 보문면 승본리,256,2026-01-14
종0농장,한우,경상북도 예천군 보문면 승본리,97.78,2026-01-14
춘0농장,한우,경상북도 예천군 보문면 신월리,66,2026-01-14
홍0농장,한우,경상북도 예천군 보문면 신월리,33,2026-01-14
창0농장,한우,경상북도 예천군 보문면 신월리,66,2026-01-14
염0쟁이농장,염소,경상북도 예천군 지보면 마전리,161,2026-01-14
백0농장,한우,경상북도 예천군 개포면 황산리,483,2026-01-14
버0내농장,한우,경상북도 예천군 유천면 율현리,324,2026-01-14
민0농장,한우,경상북도 예천군 보문면 승본리,142,2026-01-14
복0농장,한우,경상북도 예천군 보문면 독양리,661,2026-01-14
창0농장,한우,경상북도 예천군 보문면 독양리,32,2026-01-14
경0농장,한우,경상북도 예천군 보문면 독양리,56,2026-01-14
재0농장,한우,경상북도 예천군 보문면 독양리,42,2026-01-14
병0농장,한우,경상북도 예천군 보문면 독양리,37,2026-01-14
영0농장,한우,경상북도 예천군 보문면 독양리,376,2026-01-14
윤0농장,한우,경상북도 예천군 보문면 독양리,45,2026-01-14
정0농장,한우,경상북도 예천군 보문면 독양리,46,2026-01-14
백0농장,한우,경상북도 예천군 보문면 독양리,35,2026-01-14
익0농장,한우,경상북도 예천군 지보면 상월리,43,2026-01-14
현0농장,한우,경상북도 예천군 지보면 지보리,96,2026-01-14
병0농장,한우,경상북도 예천군 풍양면 청운리,640,2026-01-14
병0농장,한우,경상북도 예천군 유천면 율현리,107,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 대심리,53,2026-01-14
갈0농장,한우,경상북도 예천군 예천읍 갈구리,180,2026-01-14
도0농장,한우,경상북도 예천군 예천읍 갈구리,640,2026-01-14
영0농장,한우,경상북도 예천군 예천읍 통명리,120,2026-01-14
주0농장,한우,경상북도 예천군 예천읍 대심리,53,2026-01-14
찬0농장,한우,경상북도 예천군 유천면 고림리,33,2026-01-14
경0농장,한우,경상북도 예천군 개포면 황산리,223,2026-01-14
도0농장,한우,경상북도 예천군 용문면 방송리,50,2026-01-14
군0농장,한우,경상북도 예천군 용문면 하금곡,33,2026-01-14
우0농장,한우,경상북도 예천군 용문면 하금곡,56,2026-01-14
병0농장,한우,경상북도 예천군 효자면 고항리,30,2026-01-14
철0농장,한우,경상북도 예천군 효자면 고항리,21,2026-01-14
종0농장,한우,경상북도 예천군 효자면 백석리,328,2026-01-14
강0농장,한우,경상북도 예천군 효자면 백석리,40,2026-01-14
보0농장,한우,경상북도 예천군 효자면 백석리,576,2026-01-14
진0농장,염소,경상북도 예천군 보문면 간방리,198,2026-01-14
오0농장,한우,경상북도 예천군 예천읍 왕신리,150,2026-01-14
홍0농장,한우,경상북도 예천군 감천면 장산리,269,2026-01-14
주0농장,한우,경상북도 예천군 감천면 포리,227,2026-01-14
정0농장,한우,경상북도 예천군 감천면 포리,40,2026-01-14
재0농장,한우,경상북도 예천군 개포면 우감리,228,2026-01-14
창0농장,한우,경상북도 예천군 지보면 만화리,90,2026-01-14
언0농장,한우,경상북도 예천군 풍양면 오지리,640,2026-01-14
화0농장,한우,경상북도 예천군 지보면 상월리,120,2026-01-14
박0락축사,한우,경상북도 예천군 지보면 마산리,364,2026-01-14
종0농장,한우,경상북도 예천군 지보면 마산리,108,2026-01-14
해0농장,한우,경상북도 예천군 지보면 마전리,300,2026-01-14
동0농장,한우,경상북도 예천군 지보면 암천리,40,2026-01-14
규0농장,한우,경상북도 예천군 감천면 천향리,50,2026-01-14
세0농장,한우,경상북도 예천군 개포면 황산리,57,2026-01-14
형0농장,한우,경상북도 예천군 개포면 입암리,28,2026-01-14
수0농장,한우,경상북도 예천군 개포면 입암리,20,2026-01-14
갑0농장,한우,경상북도 예천군 유천면 죽안리,10,2026-01-14
구0농장,한우,경상북도 예천군 유천면 죽안리,60,2026-01-14
진0농장,한우,경상북도 예천군 유천면 죽안리,10,2026-01-14
태0농장,한우,경상북도 예천군 유천면 화전리,40,2026-01-14
순0농장,한우,경상북도 예천군 지보면 지보리,192,2026-01-14
중0농장,한우,경상북도 예천군 지보면 만화리,38,2026-01-14
성0농장,한우,경상북도 예천군 지보면 만화리,99,2026-01-14
병0농장,한우,경상북도 예천군 지보면 만화리,50,2026-01-14
위0농장,한우,경상북도 예천군 지보면 만화리,69,2026-01-14
현0농장,한우,경상북도 예천군 지보면 도장리,33,2026-01-14
경0농장,한우,경상북도 예천군 지보면 도장리,120,2026-01-14
병0농장,한우,경상북도 예천군 지보면 만화리,10,2026-01-14
덕0농장,한우,경상북도 예천군 개포면 신음리,83,2026-01-14
상0농장,한우,경상북도 예천군 개포면 동송리,600,2026-01-14
정0농장,한우,경상북도 예천군 개포면 동송리,148,2026-01-14
동0농장,한우,경상북도 예천군 개포면 금리,35,2026-01-14
종0농장,한우,경상북도 예천군 개포면 가곡리,160,2026-01-14
순0농장,한우,경상북도 예천군 개포면 가곡리,864,2026-01-14
을0농장,염소,경상북도 예천군 개포면 풍정리,30,2026-01-14
호0농장,한우,경상북도 예천군 개포면 황산리,32,2026-01-14
윤0농장,한우,경상북도 예천군 효자면 고항리,112,2026-01-14
영0농장,한우,경상북도 예천군 효자면 두성리,11.1,2026-01-14
학0농장,한우,경상북도 예천군 효자면 두성리,20,2026-01-14
배0농장,한우,경상북도 예천군 효자면 도촌리,200,2026-01-14
숙0농장,한우,경상북도 예천군 효자면 도촌리,20,2026-01-14
경0농장,한우,경상북도 예천군 효자면 고항리,100,2026-01-14
덕0농장,한우,경상북도 예천군 용문면 덕신리,384,2026-01-14
건0농장,한우,경상북도 예천군 용문면 덕신리,288,2026-01-14
영0농장,한우,경상북도 예천군 호명읍 황지리,330,2026-01-14
준0농장,한우,경상북도 예천군 호명읍 종산리,343,2026-01-14
창0농장,한우,경상북도 예천군 호명읍 원곡리,66,2026-01-14
신0농장,한우,경상북도 예천군 호명읍 원곡리,165,2026-01-14
모0농장,한우,경상북도 예천군 호명읍 원곡리,66,2026-01-14
하0농장,한우,경상북도 예천군 호명읍 원곡리,79,2026-01-14
덕0농장,한우,경상북도 예천군 호명읍 송곡리,33,2026-01-14
연0농장,한우,경상북도 예천군 호명읍 송곡리,99,2026-01-14
송0농장,한우,경상북도 예천군 호명읍 송곡리,26,2026-01-14
의0농장,종계/산란계,경상북도 예천군 개포면 경진리,42,2026-01-14
호0농장,염소,경상북도 예천군 개포면 우감리,200,2026-01-14
영0농장,염소,경상북도 예천군 개포면 가곡리,330,2026-01-14
영0농장,한우,경상북도 예천군 개포면 가곡리,686,2026-01-14
진0농장,한우,경상북도 예천군 개포면 가곡리,27,2026-01-14
조0골 농장,한우,경상북도 예천군 개포면 장송리,320,2026-01-14
상0농장,한우,경상북도 예천군 효자면 초항리,60,2026-01-14
영0농장,한우,경상북도 예천군 효자면 사곡리,26,2026-01-14
성0농장,한우,경상북도 예천군 용문면 제곡리,33,2026-01-14
유0농장,한우,경상북도 예천군 용문면 하금곡,58,2026-01-14
기0농장,한우,경상북도 예천군 용문면 대제리,33,2026-01-14
남0농장,한우,경상북도 예천군 용문면 노사리,32,2026-01-14
정0농장,한우,경상북도 예천군 용문면 사부리,200.03,2026-01-14
종0농장,한우,경상북도 예천군 용문면 성현리,99,2026-01-14
종0농장,한우,경상북도 예천군 용문면 성현리,49,2026-01-14
종0농장,한우,경상북도 예천군 용문면 대제리,33,2026-01-14
귀0농장,한우,경상북도 예천군 예천읍 생천리,528,2026-01-14
고0농장,한우,경상북도 예천군 예천읍 고평리,209,2026-01-14
영0농장,한우,경상북도 예천군 예천읍 고평리,30,2026-01-14
귀0농장,한우,경상북도 예천군 효자면 용두리,180,2026-01-14
영0농장,한우,경상북도 예천군 효자면 용두리,67.23,2026-01-14
대0농장,한우,경상북도 예천군 효자면 용두리,47,2026-01-14
재0농장,한우,경상북도 예천군 효자면 용두리,21,2026-01-14
성0농장,한우,경상북도 예천군 효자면 도촌리,41,2026-01-14
종0농장,한우,경상북도 예천군 효자면 백석리,198,2026-01-14
영0농장,한우,경상북도 예천군 효자면 백석리,72.27,2026-01-14
선0농장,한우,경상북도 예천군 효자면 백석리,132,2026-01-14
외0농장,한우,경상북도 예천군 효자면 석묘리,54,2026-01-14
주0농장,한우,경상북도 예천군 효자면 석묘리,65,2026-01-14
주0농장,한우,경상북도 예천군 효자면 석묘리,65,2026-01-14
수0농장,한우,경상북도 예천군 예천읍 고평리,150,2026-01-14
창0농장,한우,경상북도 예천군 용문면 대제리,18,2026-01-14
상0농장,한우,경상북도 예천군 용문면 방송리,99,2026-01-14
병0농장,한우,경상북도 예천군 용문면 방송리,162.63,2026-01-14
상0농장,한우,경상북도 예천군 용문면 덕신리,33,2026-01-14
성0농장,한우,경상북도 예천군 용문면 상금곡,608,2026-01-14
영0농장,한우,경상북도 예천군 용문면 상금곡,66,2026-01-14
장0농장,한우,경상북도 예천군 용문면 방송리,436.8,2026-01-14
희0농장,한우,경상북도 예천군 용문면 상금곡,33,2026-01-14
희0농장,한우,경상북도 예천군 용문면 상금곡,66,2026-01-14
기0농장,한우,경상북도 예천군 호명읍 오천리,384,2026-01-14
종0농장,한우,경상북도 예천군 호명읍 담암리,396,2026-01-14
윤0농장,한우,경상북도 예천군 호명읍 직산리,60,2026-01-14
교0농장,한우,경상북도 예천군 호명읍 한어리,99,2026-01-14
영0농장,한우,경상북도 예천군 호명읍 한어리,132,2026-01-14
영0농장,한우,경상북도 예천군 호명읍 한어리,33,2026-01-14
성0농장,한우,경상북도 예천군 호명읍 본포리,20,2026-01-14
중0시장,한우,경상북도 예천군 호명읍 본포리,33,2026-01-14
동0농장,한우,경상북도 예천군 호명읍 본포리,66,2026-01-14
대0농장,한우,경상북도 예천군 용문면 원류리,123,2026-01-14
중0농장,한우,경상북도 예천군 예천읍 갈구리,13,2026-01-14
영0농장,한우,경상북도 예천군 예천읍 갈구리,200,2026-01-14
혁0농장,사슴,경상북도 예천군 예천읍 갈구리,50,2026-01-14
운0농장,한우,경상북도 예천군 예천읍 갈구리,15,2026-01-14
노0농장,한우,경상북도 예천군 감천면 덕율리,448,2026-01-14
병0농장,한우,경상북도 예천군 예천읍 청복리,528,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 청복리,66,2026-01-14
남0농장,한우,경상북도 예천군 예천읍 청복리,429,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 왕신리,80,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 왕신리,70,2026-01-14
정0농장,한우,경상북도 예천군 예천읍 왕신리,60,2026-01-14
영0농장,한우,경상북도 예천군 예천읍 왕신리,300,2026-01-14
진0농장,한우,경상북도 예천군 예천읍 왕신리,84,2026-01-14
홍0농장,한우,경상북도 예천군 예천읍 왕신리,40,2026-01-14
김0록농장,한우,경상북도 예천군 예천읍 왕신리,335,2026-01-14
지0농장,한우,경상북도 예천군 용궁면 향석리,400,2026-01-14
운0농장,한우,경상북도 예천군 지보면 도화리,32,2026-01-14
공0농장,한우,경상북도 예천군 지보면 도화리,90,2026-01-14
재0농장,한우,경상북도 예천군 지보면 도화리,33,2026-01-14
상0농장,한우,경상북도 예천군 지보면 수월리,50,2026-01-14
영0농장,한우,경상북도 예천군 지보면 수월리,99,2026-01-14
재0농장,한우,경상북도 예천군 지보면 송평리,23,2026-01-14
명0농장,한우,경상북도 예천군 지보면 도화리,33,2026-01-14
기0농장,한우,경상북도 예천군 지보면 신풍리,300,2026-01-14
신0농장,한우,경상북도 예천군 풍양면 흥천리,231,2026-01-14
원0농장,한우,경상북도 예천군 예천읍 석정리,448,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 석정리,384,2026-01-14
이0농장,한우,경상북도 예천군 예천읍 고평리,60,2026-01-14
기0농장,한우,경상북도 예천군 예천읍 통명리,60,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 고평리,60,2026-01-14
상0농장,한우,경상북도 예천군 예천읍 동본리,18,2026-01-14
한0농장,한우,경상북도 예천군 예천읍 대심리,40,2026-01-14
성0농장,한우,경상북도 예천군 예천읍 통명리,330,2026-01-14
현0농장,한우,경상북도 예천군 예천읍 대심리,240,2026-01-14
운0농장,한우,경상북도 예천군 예천읍 대심리,131.2,2026-01-14
태0농장,한우,경상북도 예천군 예천읍 동본리,304,2026-01-14
장0농장,한우,경상북도 예천군 예천읍 우계리,713.26,2026-01-14
승0농장,한우,경상북도 예천군 예천읍 갈구리,260,2026-01-14
윤0농장,한우,경상북도 예천군 은풍면 우곡리,97.75,2026-01-14
혁0농장,한우,경상북도 예천군 은풍면 우곡리,157,2026-01-14
병0농장,한우,경상북도 예천군 은풍면 우곡리,50,2026-01-14
시0농장,한우,경상북도 예천군 은풍면 우곡리,165,2026-01-14
