업종,소재지(도로명),축종-품종,사육두수,위도,경도,담당부서,전화번호,기준일
가축사육업,강원도 횡성군 우천면 용둔리 156-1( 2779-9),소-한우,8,37.494508,128.065369,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 313,소-한우,27,37.508716,128.065791,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 우항리 643-26(우항새말2길 34-4),소-한우,14,37.450855,128.081972,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 우항리 51(전재로 111-24),소-젖소,51,37.445636,128.086463,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 우항리 123-3(우항새말2길 ),소-한우,3,37.450533,128.082444,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 우천면 정금리 1238(정금서1길 67-45),소-한우,80,37.508105,128.075061,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 796-4(경강로정금2길 25),소-한우,102,37.498691,128.10048,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 134-1(경강로정금3길 133-9),소-한우,19,37.51543,128.116958,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 129-1,소-한우,5,37.517358,128.118202,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 186-6(하궁로 375),소-한우,28,37.486044,128.133891,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 459-1(하궁로 142-15),소-한우,6,37.498236,128.11598,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 657-3(하궁로165번길 58),소-한우,26,37.503344,128.121961,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 394(하궁로263번길 15),소-한우,16,37.493452,128.127502,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 615(하궁로165번길 34-4),소-젖소,214,37.501313,128.122461,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 401-1,소-한우,30,37.494427,128.127227,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 811-1( 3417),소-한우,3,37.50883,128.118138,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 789-1,소-한우,56,37.504541,128.115541,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 426-2(하궁로 258),소-한우,13,37.493333,128.125394,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 신촌리 647-7(경강로신촌1길 48-12),소-한우,126,37.51623,127.955286,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 551-6,소-육우,71,37.458027,128.072986,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 561-13(하대길 96-13),소-한우,49,37.456947,128.075691,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 둔방내리 511-1(둔방남길 209),소-한우,68,37.502119,128.192563,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 106(하대길 257-25),소-한우,9,37.467208,128.088866,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 99-4(하대길 243),소-한우,8,37.464852,128.08993,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 261,소-한우,50,37.465583,128.07858,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 553(하대길 61-10),소-한우,12,37.458702,128.07333,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 382(봉덕로 300-35),소-한우,14,37.568175,128.180636,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 940(봉덕로248번길 238-12),소-한우,5,37.556355,128.170227,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 1168(봉덕로438번길 52-69),소-한우,7,37.553286,128.18888,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 473-2(봉덕로 246-17),소-한우,86,37.571413,128.174538,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 719(청일로192번길 63-8),소-한우,13,37.566108,128.157302,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 37-2(봉덕로 564),소-한우,87,37.562466,128.2038,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 1071(봉덕로248번길 312),소-한우,101,37.550616,128.173925,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 1129,소-한우,27,37.555202,128.174166,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 1219(봉덕로438번길 52-2),소-한우,56,37.558405,128.191905,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 113(봉덕로 475-27),소-한우,13,37.56498,128.195694,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 717-1(청일로192번길 63-4),소-한우,12,37.565525,128.156455,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 977(봉덕로248번길 240),소-한우,409,37.554922,128.170352,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 봉명리 363-2(봉명로 443-21),소-한우,54,37.653583,128.136522,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 봉명리 303(봉명로 528-11),소-한우,6,37.661552,128.13653,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 청일면 속실리 383(속실길 71),소-한우,2,37.642108,128.163702,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 신대리 480(청일로683번길 33-6),소-한우,5,37.589452,128.197808,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 1335-19(봉덕로 69),소-한우,12,37.583172,128.16088,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 1097(유동로11번길 20),소-한우,54,37.584927,128.149113,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 1011-2(청정로 808),소-한우,39,37.581272,128.147972,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 721(유동북길 55),소-한우,50,37.587152,128.161211,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 283(봉덕로87번길 ),소-한우,28,37.586769,128.167094,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유동리 625(봉덕로80번길 14-28),소-한우,44,37.580494,128.158247,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 청일면 유동리 777(청정로유동6길 75-7),소-한우,45,37.589988,128.159577,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 959(청정로 1269),소-한우,30,37.613425,128.139563,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유평리 458(청일로 51-14),소-한우,1,37.568036,128.136875,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 청일면 유평리 218-1(청일로271번길 25),소-한우,9,37.572575,128.160955,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 초현리 259-2(청정로초현3길 57),소-한우,43,37.565877,128.128519,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 408(청정로 1045),소-한우,9,37.597516,128.150311,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 1084(청정로춘당3길 136),소-한우,50,37.609855,128.1308,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 청일면 춘당리 485(청정로춘당2길 32),소-한우,72,37.595477,128.155208,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 588-3(춘당로 65-2),소-한우,84,37.605408,128.149694,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 390-1,소-한우,34,37.607172,128.152333,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 989(청정로춘당3길 ),소-한우,105,37.609216,128.140441,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 1091,소-한우,39,37.609869,128.130741,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 944(청정로 1274),소-한우,22,37.613202,128.141902,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 청일면 춘당리 525(청정로 1129-4),소-한우,13,37.600936,128.143641,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 880-1(청정로 1302),소-한우,49,37.616316,128.14173,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 가담리 488-3(수류암로 176-11),소-한우,5,37.474247,127.965161,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 239(갈풍길 159),소-한우,96,37.485636,127.944177,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 가담리 401-5(수류암로 220),소-한우,33,37.477497,127.96518,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 가담리 405-7(수류암로196번길 30),소-한우,212,37.475947,127.968044,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 가담리 363-1(수류암로193번길 96),소-한우,139,37.479802,127.964991,축산과,033-340-2397,2021-10-12
"부화업,가축사육업",강원도 횡성군 횡성읍 가담리 343-3(수류암로 258),소-한우,7,37.48045,127.966925,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 134(갈풍서길 40-8),소-한우,41,37.47968,127.949016,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 298(갈풍길 95-5),소-한우,7,37.482313,127.94958,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 315-2(갈풍길 86),소-한우,21,37.481772,127.950991,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 474-5(태기로개전7길 ),소-한우,15,37.507505,128.015308,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 436-7(태기로개전7길 54),소-한우,18,37.509538,128.014011,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 455(태기로개전5길 16),소-한우,22,37.50518,128.013586,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 569-1(태기로 411),소-한우,51,37.509047,128.020133,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 143-1(태기로개전4길 34),소-한우,31,37.501394,128.015447,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 146-1(태기로개전4길 32),소-한우,19,37.501436,128.015105,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 궁천리 29-1(섬강로 711),소-한우,2,37.543802,128.016738,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 궁천리 67(섬강로708번길 32),소-한우,6,37.543713,128.020205,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 남산리 131(남산로 149),소-한우,32,37.478102,127.997344,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 횡성읍 남산리 39(남산동로 31),소-한우,92,37.479266,128.001608,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 남산리 117(남산로 150),소-한우,82,37.477919,127.996333,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 남산리 127(남산로 169-1),소-한우,19,37.476775,127.996802,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 내지리 198-3(섬강로 313),소-한우,26,37.510994,128.000908,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 내지리 218-2(섬강로325번길 47),소-한우,13,37.510427,127.998061,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 횡성읍 마산리 393(마산로 76-1),소-한우,44,37.493958,128.00408,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 419(마산로 86-17),소-한우,44,37.495994,128.004363,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 501(마산로71번길 43),소-한우,9,37.495152,128.000408,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 횡성읍 마산리 214(한우로마산3길 17),소-한우,15,37.486788,127.998122,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 393(마산로 76-1),소-한우,35,37.494155,128.004261,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 497(마산로71번길 50),소-한우,2,37.495602,127.999988,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 345-2(마산로 45-7),소-한우,17,37.491361,128.003086,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 259(한우로마산3길 26),소-한우,30,37.487641,127.999238,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 264-1(한우로마산3길 40),소-한우,53,37.488322,127.999833,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 산 9(태기로 221),소-한우,93,37.498825,128.004619,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 265(한우로마산3길 42),소-한우,10,37.488686,127.999483,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마옥리 171-3(섬강로553번길 63),소-한우,115,37.527313,128.006566,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마옥리 65-1(섬강로553번길 6-1),소-한우,18,37.5309,128.011591,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마옥리 30-8(섬강로580번길 1-14),소-한우,21,37.53215,128.014516,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마옥리 96-2(섬강로 554-15),소-한우,13,37.529091,128.012533,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마옥리 23-1(섬강로580번길 2),소-한우,41,37.531697,128.0136,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마옥리 164-12(섬강로553번길 90-4),소-한우,20,37.526608,128.00458,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 모평리 160-1(모평길 138),소-한우,11,37.456894,127.965388,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 곡교리 248-1(묵계로13번길 14),소-한우,6,37.464808,127.972008,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 334-5(반곡1길 125-20),소-한우,13,37.461372,127.955097,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 544(광학로 250-33),소-한우,68,37.463791,127.945883,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 365-2(반곡5길 61-4),소-한우,105,37.470725,127.955236,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 364-3(반곡5길 68),소-한우,49,37.47138,127.955927,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 66-1(반곡3길 56-7),소-한우,131,37.462783,127.963697,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 89-2(반곡3길 30-14),소-한우,23,37.4645,127.964886,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 생운리 260-3(덕고로 546-13),소-한우,16,37.480358,128.01425,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 생운리 203-2(남산동로 ),소-한우,18,37.478608,128.009905,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 생운리 147-7(생운안길 23),소-한우,13,37.482183,128.015436,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 생운리 202(덕고로535번길 28),소-한우,28,37.477963,128.010816,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 57(태기로 ),소-한우,21,37.522233,128.036475,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 556-5(영영포남길 47),소-한우,23,37.487477,128.043663,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 417-1(성동로 96),소-한우,9,37.497983,128.038638,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 137-1(영영포길 77),소-한우,21,37.507202,128.036005,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 492(성동로 78-12),소-한우,3,37.49685,128.0402,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 599-1(영영포남길 66),소-한우,61,37.485911,128.0439,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 횡성읍 영영포리 597(영영포남길 62),소-한우,80,37.4856,128.043136,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 599-4(영영포남길 ),소-한우,37,37.48565,128.044919,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 횡성읍 영영포리 361(성동로 130-26),소-한우,11,37.502105,128.035422,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 404-1(성동로 ),소-한우,33,37.4999,128.037197,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 405(성동로 110),소-한우,12,37.499761,128.037091,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 559-1(영영포남길 61),소-한우,91,37.486402,128.044008,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 603(옥동안길 43),소-한우,22,37.525286,128.027255,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 501(태기로옥동3길 22),소-한우,13,37.526791,128.036486,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 58-1,소-젖소,51,37.521438,128.035875,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 433(옥동길 142),소-한우,72,37.523247,128.033588,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 172-2(성동로284번길 ),소-한우,54,37.511102,128.033513,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 295-2(성동로284번길 ),소-한우,48,37.513138,128.031305,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 645-5(옥동길 91),소-한우,90,37.522519,128.027961,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 50(태기로 642-30),소-한우,4,37.522997,128.038397,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 31(태기로옥동4길 15),소-한우,28,37.524111,128.040675,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 읍하리 360(한우로242번길 11),소-한우,4,37.492469,127.981044,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 244,소-한우,48,37.485902,127.942869,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 횡성읍 입석리 31(입석로 92-4),소-한우,36,37.481366,127.988161,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 입석리 36-4(입석로72번길 28),소-한우,2,37.480691,127.988358,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 입석리 34(입석로72번길 24),소-한우,8,37.48085,127.988444,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 109(덕고로 171-41),소-한우,43,37.451605,128.033397,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 313(덕고로360번길 54-11),소-한우,11,37.472127,128.025625,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 216-2(덕고로 292),소-한우,77,37.464119,128.029602,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 62-1(덕고로 127-14),소-한우,42,37.452219,128.034908,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 23-6(덕고로222번길 28-5),소-한우,47,37.457644,128.036036,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 148(덕고로222번길 ),소-한우,14,37.458216,128.034391,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 62-2(덕고로 127-7),소-한우,19,37.451511,128.03513,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 220-5(덕고로302번길 5),소-한우,21,37.465119,128.029991,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 498-2(덕고마을1길 3),소-한우,13,37.468983,128.022794,축산과,033-340-2397,2021-10-12
"부화업,가축사육업",강원도 횡성군 횡성읍 조곡리 359(한우로조곡2길 39-7),소-한우,67,37.490927,128.018283,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 26(한우로조곡5길 32),소-한우,35,37.496355,128.026675,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 355(한우로조곡2길 17),소-한우,6,37.491027,128.016575,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 344(한우로조곡2길 8),소-한우,33,37.491075,128.015116,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 416(한우로조곡3길 43),소-한우,76,37.496975,128.017633,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 293(한우로조곡2길 14),소-한우,17,37.490052,128.015838,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 424(우시장1길 82),소-한우,29,37.496027,128.011925,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 233(한우로조곡2길 63-21),소-한우,6,37.486875,128.020491,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 241(한우로조곡2길 ),소-한우,112,37.488741,128.020122,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 청용리 90(청용남길 136),소-한우,16,37.461852,127.986955,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 청용리 461(청용4길 42),소-한우,105,37.466875,127.982172,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 청용리 203-2(청용5길 11),소-한우,40,37.467594,127.988616,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 청용리 331,소-한우,78,37.471227,127.984341,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 청용리 144(청용4길 3),소-한우,26,37.466522,127.987027,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 추동리 125(추동로 ),소-한우,37,37.482813,128.03098,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 추동리 281(추동로 108-25),소-한우,68,37.483961,128.029375,축산과,033-340-2397,2021-10-12
부화업,강원도 횡성군 횡성읍 추동리 287-1(추동로 108-4),소-한우,56,37.484244,128.031166,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 추동리 3-30(한우로 789-2),소-한우,9,37.494925,128.037066,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 추동리 3-8(한우로추동1길 19-9),소-한우,20,37.49365,128.039055,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 추동리 334-1(한우로조곡4길 43-90),소-한우,77,37.486055,128.029747,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 201-1(학오로90번길 65-1),소-한우,32,37.506283,127.979038,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 청곡리 298(금계로 171),소-한우,42,37.549344,127.969447,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 907-3(한우로26번길 104),소-한우,45,37.493147,127.955561,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 825,소-한우,2,37.508444,127.946819,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 201-1(학오로90번길 65-1),소-한우,4,37.50643,127.978861,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 19(학오로 58-34),소-한우,93,37.503558,127.975516,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 770(경강로학곡2길 96-26),소-한우,61,37.509616,127.942952,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 814(경강로학곡2길 58-2),소-한우,8,37.510791,127.948883,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 951(한우로26번길 155),소-한우,60,37.492305,127.9504,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 월현리 1023-3(주천강로 ),소-한우,5,37.35275,128.158422,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 294-5(갈풍서길 26-1),소-한우,68,37.480072,127.950369,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 374-8,소-한우,27,37.469033,127.836638,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 378-2,소-한우,27,37.491738,128.086091,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 217(금대길 20),소-한우,15,37.505569,127.906177,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 321-2(태기로구방6길 99),소-한우,17,37.534063,128.070722,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 1613-2,소-한우,23,37.359666,128.118811,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 102-1(학오로 373),소-한우,66,37.523825,127.990019,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 덕촌리 273-12,소-한우,105,37.525544,127.996675,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 덕촌리 112(공근남로399번길 74-17),소-한우,240,37.537063,127.997661,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 곡교리 376(청용남길 34),소-한우,117,37.464763,127.977333,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 827-2(정암길 216),소-한우,9,37.461647,128.014725,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 가곡리 318(금계로가곡1길 12),소-한우,3,37.571541,127.984102,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 290-4(법주서로108번길 5),소-한우,65,37.448402,128.048991,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 매곡리 254-2(공근남로 129),소-한우,2,37.529775,127.975938,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 옥계리 743,소-한우,52,37.459086,127.846322,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 신대리 351(청일로737번길 37),소-한우,15,37.588558,128.207338,축산과,033-340-2397,2021-10-12
