순번,사업장명칭,주사육업종,사육두수,사업장소재지(지번)
341,동진농장,돼지,1000,전북특별자치도 임실군 지사면 금평리 27번지 1호  
342,삼계농장,돼지,50,전북특별자치도 임실군 삼계면 삼계리 158번지  
343,성근목장,한우,44,전북특별자치도 임실군 성수면 삼봉리 221번지  
344,평섭목장,한우,59,전북특별자치도 임실군 성수면 삼봉리 554번지  
345,영모농장,한우,2,전북특별자치도 임실군 관촌면 덕천리 648번지  
346,우근농장,한우,10,전북특별자치도 임실군 관촌면 도봉리 523번지  
347,종일농장,한우,20,전북특별자치도 임실군 관촌면 도봉리 327번지 1호  
348,재윤농장,한우,15,전북특별자치도 임실군 관촌면 도봉리 305번지  
349,택의목장,한우,8,전북특별자치도 임실군 지사면 원산리 552번지 1호  
350,세원농장,돼지,1400,전북특별자치도 임실군 오수면 용두리 503번지 10호  
351,용두농장,한우,100,전북특별자치도 임실군 오수면 용두리 503번지 4호  
352,장수농장,한우,19,전북특별자치도 임실군 오수면 오수리 187번지  
353,상생돈,돼지,1500,전북특별자치도 임실군 임실읍 감성리 333번지  
354,대성농장,한우,150,전북특별자치도 임실군 오수면 대정리 656번지 7호  
355,시온농장,돼지,200,전북특별자치도 임실군 강진면 용수리 18번지 3호  
356,진열농장,육우,15,전북특별자치도 임실군 강진면 회진리 154번지  
357,백운농장,육우,12,전북특별자치도 임실군 강진면 부흥리 488번지  
358,은순농장,한우,20,전북특별자치도 임실군 청웅면 옥전리 873번지  
359,강묵농장,한우,12,전북특별자치도 임실군 오수면 대정리 560번지 1호  
360,귀농농장,한우,24,전북특별자치도 임실군 신덕면 수천리 797번지 2호  
361,태관농장,한우,20,전북특별자치도 임실군 신덕면 삼길리 510번지  
362,원섭농장,한우,11,전북특별자치도 임실군 신덕면 금정리 457번지 1호  
363,옥동농장,한우,10,전북특별자치도 임실군 신덕면 오궁리 822번지 1호  
364,태수목장,젖소,70,전북특별자치도 임실군 관촌면 덕천리 579번지 3호  
365,성엽농장,한우,18,전북특별자치도 임실군 관촌면 방현리 49번지 1호  
366,미경농장,한우,20,전북특별자치도 임실군 관촌면 도봉리 194번지  
367,용호농장,한우,26,전북특별자치도 임실군 관촌면 도봉리 414번지 3호  
368,성균목장,젖소,20,전북특별자치도 임실군 성수면 양지리 1031번지  
369,성신농장,돼지,1700,전북특별자치도 임실군 오수면 봉천리 96번지 2호  
370,성호농장,한우,80,전북특별자치도 임실군 오수면 오암리 467번지 1호  
371,영원농장,육계,40000,전북특별자치도 임실군 오수면 용두리 22번지  
372,용의농장,한우,60,전북특별자치도 임실군 오수면 봉천리 581번지  
373,임마누엘농장,돼지,1500,전북특별자치도 임실군 신덕면 삼길리 511번지  
374,은성농장,젖소,70,전북특별자치도 임실군 신덕면 신흥리 40번지 7호  
375,순봉농장,한우,5,전북특별자치도 임실군 관촌면 방현리 47번지 3호  
376,순겸농장,한우,20,전북특별자치도 임실군 관촌면 방현리 162번지  
377,강규농장,한우,31,전북특별자치도 임실군 신평면 덕암리 1003번지 5호  
378,재수농장,한우,70,전북특별자치도 임실군 오수면 오암리 699번지  
379,강년농장,한우,5,전북특별자치도 임실군 오수면 둔기리 254번지  
380,종대농장,한우,15,전북특별자치도 임실군 오수면 오암리 247번지 2호  
381,송학농장,돼지,2700,전북특별자치도 임실군 신덕면 금정리 306번지 1호  
382,송학농장,한우,200,전북특별자치도 임실군 신덕면 금정리 306번지  
383,탑동농장,돼지,1500,전북특별자치도 임실군 오수면 신기리 331번지 24호  
384,새마을농장,한우,20,전북특별자치도 임실군 관촌면 슬치리 65번지 3호  
385,정한농장,한우,93,전북특별자치도 임실군 관촌면 용산리 76번지  
386,금호농장,한우,80,전북특별자치도 임실군 오수면 오산리 308번지 (308-1) 
387,영훈농장,한우,5,전북특별자치도 임실군 오수면 금암리 662번지  
388,흥수농장,젖소,45,전북특별자치도 임실군 관촌면 도봉리 191번지 1호  
389,명품축산,한우,12,전북특별자치도 임실군 관촌면 도봉리 194번지 4호  
390,대성농장,한우,20,전북특별자치도 임실군 관촌면 도봉리 448번지  
391,희수농장,한우,12,전북특별자치도 임실군 성수면 도인리 산 152번지  
392,재윤농장,한우,15,전북특별자치도 임실군 관촌면 도봉리 303번지  
393,명숙농장,한우,10,전북특별자치도 임실군 관촌면 도봉리 535번지 16호  
394,부부농장,한우,50,전북특별자치도 임실군 관촌면 도봉리 173번지 1호  
395,명품축산,한우,35,전북특별자치도 임실군 관촌면 도봉리 415번지  
396,진수농장,한우,17,전북특별자치도 임실군 관촌면 도봉리 323번지  
397,대완농장,한우,19,전북특별자치도 임실군 관촌면 용산리 16번지 1호  
398,순석농장,한우,19,전북특별자치도 임실군 관촌면 슬치리 283번지  
399,강학농장,젖소,18,전북특별자치도 임실군 성수면 성수리 471번지 4호  
400,강국농장,젖소,5,전북특별자치도 임실군 오수면 대명리 237번지  
401,삼일농장,돼지,1300,전북특별자치도 임실군 오수면 신기리 331번지 21호  
402,정식농장,한우,12,전북특별자치도 임실군 신덕면 오궁리 178번지 1호  
403,유산농장,한우,5,전북특별자치도 임실군 관촌면 관촌리 136번지 5호  
404,사선농장,한우,16,전북특별자치도 임실군 관촌면 덕천리 711번지 4호  
405,종섭농장,한우,15,전북특별자치도 임실군 관촌면 상월리 216번지  
406,전원농장,육계,62000,전북특별자치도 임실군 오수면 대정리 471번지  
407,토종주말농장,육계,5000,전북특별자치도 임실군 신덕면 수천리 802번지  
408,효훈농장,한우,11,전북특별자치도 임실군 청웅면 옥석리 782번지  
409,인주농장,한우,10,전북특별자치도 임실군 신평면 대리 598번지  
410,우홍농장,한우,24,전북특별자치도 임실군 관촌면 도봉리 375번지 2호  
411,덕의농장,한우,10,전북특별자치도 임실군 청웅면 옥전리 724번지  
412,진남농장,한우,17,전북특별자치도 임실군 임실읍 신안리 5번지  
413,석노농장,한우,4,전북특별자치도 임실군 청웅면 옥전리 1471번지 12호  
414,금로농장,한우,5,전북특별자치도 임실군 청웅면 향교리 465번지  
415,정자농장,한우,20,전북특별자치도 임실군 임실읍 현곡리 200번지 1호  
416,백련농장,한우,5,전북특별자치도 임실군 강진면 백련리 517번지  
417,종묵종장,한우,11,전북특별자치도 임실군 청웅면 남산리 237번지 1호  
418,동기농장,한우,15,전북특별자치도 임실군 임실읍 감성리 62번지  
419,약수2농장,육계,32000,전북특별자치도 임실군 임실읍 신안리 650번지 1호  
420,기우농장,젖소,30,전북특별자치도 임실군 임실읍 대곡리 577번지  
421,태유농장,한우,4,전북특별자치도 임실군 임실읍 신안리 509번지 1호  
422,양웅농장,한우,22,전북특별자치도 임실군 관촌면 방현리 51번지 2호  
423,태동농장,한우,10,전북특별자치도 임실군 임실읍 현곡리 1222번지 7호  
424,김철농장,한우,120,전북특별자치도 임실군 오수면 대명리 914번지  
425,축산,한우,52,전북특별자치도 임실군 관촌면 도봉리 451번지  
426,정규농장,한우,1,전북특별자치도 임실군 관촌면 도봉리 116번지 1호  
427,세환농장,한우,38,전북특별자치도 임실군 관촌면 도봉리 190번지  
428,범규농장,한우,18,전북특별자치도 임실군 덕치면 회문리 344번지 2호  
429,안허주 한우농장,한우,48,전북특별자치도 임실군 삼계면 오지리 613번지  
430,G.O.L.D농장,한우,100,전북특별자치도 임실군 관촌면 도봉리 560번지  
431,이정농장,한우,9,전북특별자치도 임실군 삼계면 학정리 430번지  
432,지택농장,한우,60,전북특별자치도 임실군 관촌면 도봉리 598번지 4호  
433,밤재농장,한우,26,전북특별자치도 임실군 강진면 학석리 470번지  
434,이선농장(임차),한우,18,전북특별자치도 임실군 관촌면 병암리 377번지  
435,원농장(임차),한우,15,전북특별자치도 임실군 지사면 계산리 201번지 12호  
436,수안농장,한우,20,전북특별자치도 임실군 오수면 오암리 698번지  
437,열매농장,육계,30000,전북특별자치도 임실군 신덕면 삼길리 425번지 6호 425-8. 425-11 
438,유연농장,육계,83600,전북특별자치도 임실군 성수면 오봉리 445번지  
439,진매농장,한우,15,전북특별자치도 임실군 지사면 방계리 271번지  
440,대성농장,한우,30,전북특별자치도 임실군 관촌면 도봉리 267번지  
441,상현농장,육계,27000,전북특별자치도 임실군 덕치면 회문리 24번지 1호  
442,참사랑한우농장,한우,25,전북특별자치도 임실군 청웅면 향교리 465번지  
443,대영농장,한우,16,전북특별자치도 임실군 삼계면 산수리 135번지  
444,순이네농장,한우,7,전북특별자치도 임실군 운암면 운암리 761번지 5호  
445,제일농장,한우,6,전북특별자치도 임실군 임실읍 감성리 440번지  
446,정훈농장,한우,13,전북특별자치도 임실군 삼계면 삼은리 265번지  
447,동기농장,한우,13,전북특별자치도 임실군 임실읍 감성리 490번지 1호  
448,평화오리농장,오리,30000,전북특별자치도 임실군 청웅면 옥전리 1481번지 9호  
449,양지농장,젖소,180,전북특별자치도 임실군 성수면 도인리 486번지  
450,크로바축산,한우,24,전북특별자치도 임실군 삼계면 봉현리 385번지 1호  
451,성필농장,한우,14,전북특별자치도 임실군 관촌면 도봉리 362번지 1호  
452,성필농장,한우,14,전북특별자치도 임실군 관촌면 도봉리 462번지 1호  
453,병택농장,한우,15,전북특별자치도 임실군 임실읍 망전리 287번지 2호  
454,Dream,젖소,103,전북특별자치도 임실군 임실읍 대곡리 1015번지 1호  
455,태천농장,한우,11,전북특별자치도 임실군 오수면 대명리 755번지  
456,태천농장,오리,15000,전북특별자치도 임실군 오수면 대명리 779번지  
457,석동농장,한우,52,전북특별자치도 임실군 임실읍 감성리 450번지 6호  
458,상현농장,한우,10,전북특별자치도 임실군 오수면 오암리 247번지 2호  
459,채형농장,한우,11,전북특별자치도 임실군 덕치면 사곡리 119번지 1호  
460,한기농장,한우,20,전북특별자치도 임실군 오수면 금암리 584번지  
461,현모농장,젖소,65,전북특별자치도 임실군 임실읍 대곡리 7번지 2호  
462,달짜농장,육계,30000,전북특별자치도 임실군 삼계면 세심리 1037번지 6호 1037-7 
463,상록농장,돼지,700,전북특별자치도 임실군 임실읍 금성리 820번지  
464,정수농장,한우,30,전북특별자치도 임실군 관촌면 도봉리 303번지  
465,명원농장,한우,16,전북특별자치도 임실군 운암면 쌍암리 101번지 1호  
466,영호농장,한우,6,전북특별자치도 임실군 신평면 덕암리 918번지 1호  
467,찬종농장,한우,24,전북특별자치도 임실군 신덕면 삼길리 51번지 3호  
468,진준농장,한우,10,전북특별자치도 임실군 임실읍 감성리 20번지 1호  
469,상월농장,한우,25,전북특별자치도 임실군 관촌면 상월리 215번지 2호  
470,희주농장,한우,1,전북특별자치도 임실군 신덕면 오궁리 65번지 2호  
471,회봉목장,한우,9,전북특별자치도 임실군 관촌면 회봉리 220번지 1호  
472,송루팜,돼지,380,전북특별자치도 임실군 관촌면 상월리 135번지 6호  
473,사선농장,한우,5,전북특별자치도 임실군 관촌면 덕천리 70번지 18호  
474,기수농장,한우,20,전북특별자치도 임실군 관촌면 신전리 10번지 6호  
475,경중농장,한우,5,전북특별자치도 임실군 강진면 용수리 902번지  
476,점철농장,한우,11,전북특별자치도 임실군 관촌면 신전리 87번지 2호  
477,유택농장,한우,15,전북특별자치도 임실군 삼계면 산수리 482번지 1호  
478,남희농장,한우,70,전북특별자치도 임실군 삼계면 어은리 755번지 1호  
479,이형로농장,한우,1,전북특별자치도 임실군 삼계면 봉현리 807번지 5호  
480,성주농장,한우,9,전북특별자치도 임실군 임실읍 이인리 822번지  
481,뇌천농장,한우,30,전북특별자치도 임실군 삼계면 뇌천리 132번지  
482,소만농장,한우,17,전북특별자치도 임실군 삼계면 뇌천리 730번지 8호  
483,오지농장,한우,17,전북특별자치도 임실군 삼계면 오지리 산 17번지  
484,동기목장,한우,10,전북특별자치도 임실군 삼계면 세심리 262번지 1호  
485,세곤농장,한우,35,전북특별자치도 임실군 신평면 원천리 789번지 1호  
486,성균목장,젖소,39,전북특별자치도 임실군 성수면 양지리 1197번지 1호  
487,수연농장,한우,46,전북특별자치도 임실군 오수면 오수리 718번지 1호  
488,경우농장,한우,7,전북특별자치도 임실군 오수면 대정리 155번지  
489,평수농장,한우,15,전북특별자치도 임실군 관촌면 도봉리 535번지  
490,학배농장,한우,8,전북특별자치도 임실군 지사면 금평리 371번지 1호  
491,재원농장,한우,100,전북특별자치도 임실군 삼계면 덕계리 796번지 4호  
492,도봉목장,젖소,20,전북특별자치도 임실군 관촌면 도봉리 563번지 1호  
493,중곤농장,한우,20,전북특별자치도 임실군 관촌면 덕천리 703번지 19호  
494,신전농장,한우,3,전북특별자치도 임실군 관촌면 신전리 57번지  
495,상근농장,한우,13,전북특별자치도 임실군 관촌면 상월리 121번지 1호  
496,칠성농장,한우,11,전북특별자치도 임실군 관촌면 신전리 89번지 1호  
497,천곤농장,한우,6,전북특별자치도 임실군 신평면 호암리 1106번지 4호  
498,규진농장,한우,8,전북특별자치도 임실군 신평면 호암리 1054번지  
499,중석농장,육계,25000,전북특별자치도 임실군 신덕면 삼길리 64번지 2호  
500,신흥농장,한우,7,전북특별자치도 임실군 신덕면 신흥리 177번지  
501,가적농장,한우,21,전북특별자치도 임실군 신평면 원천리 737번지  
502,정환농장,한우,15,전북특별자치도 임실군 신평면 용암리 600번지  
503,북치농장,한우,19,전북특별자치도 임실군 신평면 원천리 636번지 2호  
504,영호농장,육계,50000,전북특별자치도 임실군 신덕면 삼길리 1번지 1호  
505,도화농장,한우,8,전북특별자치도 임실군 성수면 태평리 775번지  
506,원섭농장,한우,8,전북특별자치도 임실군 신덕면 금정리 457번지 1호  
507,광석농장,육우,8,전북특별자치도 임실군 운암면 학암리 235번지 1호 외 8필지 
508,화음목장,한우,0,전북특별자치도 임실군 임실읍 성가리 504번지 1호 /503-1/503-7/675-1 
509,이행농장,한우,13,전북특별자치도 임실군 오수면 용정리 151번지 11호  
510,기영농장,한우,13,전북특별자치도 임실군 청웅면 구고리 600번지 3호  
511,오성목장,한우,4,전북특별자치도 임실군 운암면 쌍암리 546번지  
512,희망농장,한우,22,전북특별자치도 임실군 운암면 학암리 707번지  
513,제일농장,한우,20,전북특별자치도 임실군 신평면 용암리 596번지  
514,종묵농장,한우,10,전북특별자치도 임실군 청웅면 남산리 237번지 1호  
515,여선농장,한우,4,전북특별자치도 임실군 청웅면 남산리 327번지 1호  
516,월면농장,한우,5,전북특별자치도 임실군 운암면 월면리 113번지 3호  
517,삼랑농장,한우,5,전북특별자치도 임실군 신평면 가덕리 715번지  
518,순태농장,한우,6,전북특별자치도 임실군 신덕면 월성리 465번지 3호  
519,금영농장,한우,30,전북특별자치도 임실군 오수면 금암리 산 55번지  
520,상용농장,한우,17,전북특별자치도 임실군 오수면 금암리 873번지 3호 873-4 
521,형목농장,한우,20,전북특별자치도 임실군 오수면 대명리 660번지 2호  
522,형수농장,한우,38,전북특별자치도 임실군 지사면 영천리 1011번지 1호  
523,정석농장,한우,24,전북특별자치도 임실군 오수면 봉천리 708번지 2호  
524,영일농장,한우,53,전북특별자치도 임실군 삼계면 홍곡리 461번지  
525,기재농장,한우,6,전북특별자치도 임실군 오수면 둔기리 152번지 4호  
526,영학농장,한우,28,전북특별자치도 임실군 오수면 둔덕리 831번지 1호  
527,영진농장,한우,14,전북특별자치도 임실군 운암면 학암리 826번지  
528,청정한우농장,한우,58,전북특별자치도 임실군 운암면 선거리 947번지 2호  
529,현균농장,한우,13,전북특별자치도 임실군 삼계면 덕계리 360번지 2호  
530,태준농장,한우,5,전북특별자치도 임실군 운암면 학암리 229번지  
531,경만농장,한우,15,전북특별자치도 임실군 신평면 덕암리 50번지  
532,진호목장,한우,5,전북특별자치도 임실군 관촌면 덕천리 705번지  
533,정호농장,한우,14,전북특별자치도 임실군 임실읍 두만리 830번지 1호  
534,성기농장,한우,8,전북특별자치도 임실군 운암면 운암리 534번지 7호  
535,종일농장,한우,12,전북특별자치도 임실군 관촌면 신전리 41번지 1호  
536,텃골농장,젖소,80,전북특별자치도 임실군 임실읍 금성리 937번지 1호  
537,현자농장,한우,2,전북특별자치도 임실군 신평면 창인리 316번지  
538,방우농장,한우,3,전북특별자치도 임실군 신평면 대리 843번지 3호  
539,일홍농장,한우,7,전북특별자치도 임실군 신평면 대리 722번지 1호  
540,인수농장,한우,1,전북특별자치도 임실군 신평면 대리 842번지 1호  
541,종만농장,한우,2,전북특별자치도 임실군 신평면 호암리 588번지 13호  
542,락선농장,한우,4,전북특별자치도 임실군 청웅면 남산리 326번지  
543,재우농장,한우,5,전북특별자치도 임실군 신평면 용암리 579번지  
544,기봉농장,한우,1,전북특별자치도 임실군 신평면 용암리 409번지  
545,용래농장,한우,2,전북특별자치도 임실군 신평면 용암리 390번지 4호  
546,순기농장,한우,2,전북특별자치도 임실군 신평면 가덕리 220번지  
547,봉두농장,한우,3,전북특별자치도 임실군 운암면 학암리 322번지  
548,권일농장,한우,3,전북특별자치도 임실군 신평면 가덕리 86번지  
549,중열농장,한우,16,전북특별자치도 임실군 청웅면 석두리 56번지  
550,기우농장,젖소,19,전북특별자치도 임실군 임실읍 대곡리 577번지  
551,해오름농장,육계,65000,전북특별자치도 임실군 삼계면 봉현리 814번지 1호  
552,정만농장,한우,5,전북특별자치도 임실군 신평면 원천리 118번지 2호  
553,호남목장,젖소,15,전북특별자치도 임실군 오수면 둔기리 420번지  
554,종열농장,한우,2,전북특별자치도 임실군 임실읍 신정리 89번지 1호  
555,광운농장,한우,9,전북특별자치도 임실군 성수면 양지리 623번지  
556,성남농장,한우,16,전북특별자치도 임실군 오수면 오암리 620번지  
557,인철농장,한우,5,전북특별자치도 임실군 성수면 삼봉리 575번지  
558,영자농장,한우,32,전북특별자치도 임실군 오수면 용두리 503번지 23호  
559,길봉농장,한우,8,전북특별자치도 임실군 지사면 관기리 12번지 1호  
560,영신농장(임대),한우,16,전북특별자치도 임실군 삼계면 삼은리 277번지  
561,옥터농장,한우,25,전북특별자치도 임실군 삼계면 세심리 995번지 1호  
562,택승농장,한우,10,전북특별자치도 임실군 삼계면 세심리 693번지  
563,미재농장,한우,5,전북특별자치도 임실군 오수면 오수리 123번지  
564,유진농장(임대),한우,51,전북특별자치도 임실군 삼계면 학정리 688번지  
565,상월농장,한우,1,전북특별자치도 임실군 관촌면 상월리 377번지  
566,범규농장,한우,50,전북특별자치도 임실군 덕치면 사곡리 552번지  
567,종순농장,한우,3,전북특별자치도 임실군 신덕면 삼길리 325번지 1호  
568,삭실농장,한우,18,전북특별자치도 임실군 오수면 금암리 649번지  
569,정열농장,한우,6,전북특별자치도 임실군 덕치면 일중리 317번지  
570,병기농장,한우,8,전북특별자치도 임실군 덕치면 일중리 465번지 3호  
571,농원농장,한우,9,전북특별자치도 임실군 관촌면 덕천리 432번지 45호  
572,유산농장,한우,5,전북특별자치도 임실군 관촌면 관촌리 138번지 5호  
573,용진농장,돼지,50,전북특별자치도 임실군 지사면 안하리 1033번지  
574,배화농장(임대),육우,70,전북특별자치도 임실군 임실읍 대곡리 1003번지 5호  
575,독산농장,한우,8,전북특별자치도 임실군 임실읍 이인리 391번지  
576,학묵농장,한우,8,전북특별자치도 임실군 삼계면 후천리 307번지  
577,대희농장,한우,9,전북특별자치도 임실군 삼계면 학정리 489번지 1호  
578,현농장,한우,19,전북특별자치도 임실군 삼계면 어은리 209번지  
579,억대농장,한우,95,전북특별자치도 임실군 오수면 오암리 1205번지 5호  
580,수용농장(임대),한우,10,전북특별자치도 임실군 오수면 주천리 290번지 1호  
581,영식농장,한우,8,전북특별자치도 임실군 운암면 선거리 606번지 8호  
582,영길농장,한우,2,전북특별자치도 임실군 신평면 덕암리 924번지 2호  
583,종철농장,한우,5,전북특별자치도 임실군 관촌면 덕천리 432번지 49호  
584,현규농장,한우,18,전북특별자치도 임실군 강진면 필봉리 209번지 2호  
585,영철농장,한우,2,전북특별자치도 임실군 신덕면 오궁리 489번지 2호  
586,상만농장,한우,6,전북특별자치도 임실군 청웅면 옥전리 638번지 1호  
587,금정농장,한우,9,전북특별자치도 임실군 신덕면 금정리 246번지  
588,성림농장,한우,11,전북특별자치도 임실군 덕치면 사곡리 722번지 1호  
589,대성농장,한우,3,전북특별자치도 임실군 운암면 운암리 566번지 1호  
590,규수농장,한우,37,전북특별자치도 임실군 운암면 운종리 200번지  
591,신기농장,한우,6,전북특별자치도 임실군 운암면 운암리 474번지  
592,영옥농장,육계,20,전북특별자치도 임실군 신평면 원천리 638번지 2호  
593,경원농장,한우,12,전북특별자치도 임실군 임실읍 신정리 265번지 1호  
594,경수농장,한우,5,전북특별자치도 임실군 임실읍 두만리 485번지  
595,정석농장,한우,8,전북특별자치도 임실군 관촌면 신전리 184번지 2호  
596,용규농장,한우,7,전북특별자치도 임실군 덕치면 일중리 313번지  
597,경태농장,한우,7,전북특별자치도 임실군 오수면 금암리 781번지  
598,중기농장,한우,12,전북특별자치도 임실군 삼계면 뇌천리 산 38번지 2호  
599,봉철농장,염소,86,전북특별자치도 임실군 오수면 오산리 644번지 2호  
600,용철농장,한우,19,전북특별자치도 임실군 운암면 마암리 753번지  
601,성현농장,한우,11,전북특별자치도 임실군 삼계면 오지리 849번지  
602,상선농장,한우,9,전북특별자치도 임실군 임실읍 대곡리 833번지  
603,우림한우,한우,17,전북특별자치도 임실군 임실읍 이인리 498번지 4호  
604,연석농장,한우,5,전북특별자치도 임실군 운암면 운암리 920번지 4호  
605,상훈농장,한우,19,전북특별자치도 임실군 삼계면 홍곡리 371번지 1호  
606,강주농장,한우,15,전북특별자치도 임실군 임실읍 신안리 456번지 1호  
607,해근농장,한우,1,전북특별자치도 임실군 임실읍 정월리 275번지  
608,창모농장,한우,4,전북특별자치도 임실군 임실읍 신안리 414번지 2호  
609,영식농장,한우,5,전북특별자치도 임실군 관촌면 병암리 265번지  
610,영섭농장,한우,10,전북특별자치도 임실군 운암면 선거리 329번지  
611,중영농장,한우,4,전북특별자치도 임실군 삼계면 두월리 367번지 2호  
612,영희농장,육계,14836,전북특별자치도 임실군 지사면 방계리 1130번지  
613,영일농장,육계,14836,전북특별자치도 임실군 지사면 방계리 1130번지  
614,병순농장,한우,3,전북특별자치도 임실군 임실읍 금성리 169번지 4호  
615,기동목장,한우,28,전북특별자치도 임실군 운암면 쌍암리 617번지 3호  
616,낙기농장,한우,8,전북특별자치도 임실군 지사면 원산리 83번지 4호  
617,서지농장,한우,4,전북특별자치도 임실군 운암면 운암리 682번지 1호  
618,광천농장,한우,5,전북특별자치도 임실군 임실읍 신안리 1231번지 2호  
619,서항농장,한우,3,전북특별자치도 임실군 신평면 호암리 1102번지  
620,봉애농장,한우,6,전북특별자치도 임실군 임실읍 신안리 172번지  
621,정현농장,한우,51,전북특별자치도 임실군 오수면 둔기리 197번지 8호  
622,한철농장,한우,5,전북특별자치도 임실군 관촌면 상월리 149번지  
623,종대농장,한우,12,전북특별자치도 임실군 신평면 원천리 585번지  
624,상국농장,한우,30,전북특별자치도 임실군 관촌면 덕천리 199번지 36호  
625,인주농장,한우,10,전북특별자치도 임실군 신평면 대리 598번지  
626,지산농장,한우,5,전북특별자치도 임실군 임실읍 두만리 154번지 1호  
627,귀완농장,한우,2,전북특별자치도 임실군 신덕면 오궁리 450번지  
628,기은농장,육계,37500,전북특별자치도 임실군 지사면 원산리 산 55번지 1호  
629,크로바농장,한우,18,전북특별자치도 임실군 관촌면 신전리 840번지 2호  
630,자연의 꿈,육우,20,전북특별자치도 임실군 덕치면 사곡리 445번지 2호  
631,용현농장,한우,31,전북특별자치도 임실군 임실읍 감성리 100번지  
632,한울목장,젖소,120,전북특별자치도 임실군 성수면 도인리 898번지 5호  
633,철민농장,한우,2,전북특별자치도 임실군 덕치면 회문리 18번지 3호  
634,대흥축산,한우,20,전북특별자치도 임실군 임실읍 감성리 347번지  
635,종생농장,한우,2,전북특별자치도 임실군 신평면 대리 568번지  
636,순동농장,한우,13,전북특별자치도 임실군 오수면 금암리 574번지 1호  
637,영찬농장,한우,4,전북특별자치도 임실군 성수면 도인리 361번지  
638,종택농장,한우,20,전북특별자치도 임실군 삼계면 죽계리 252번지  
639,석지농장,한우,6,전북특별자치도 임실군 임실읍 정월리 277번지  
640,세현농장,한우,9,전북특별자치도 임실군 오수면 금암리 662번지  
641,원주농장,한우,8,전북특별자치도 임실군 오수면 오산리 117번지  
642,태호농장,한우,0,전북특별자치도 임실군 성수면 삼봉리 767번지 1호  
643,환수농장,한우,3,전북특별자치도 임실군 관촌면 병암리 230번지  
644,상철농장,한우,14,전북특별자치도 임실군 신평면 용암리 73번지 1호  
645,오현농장,한우,3,전북특별자치도 임실군 신평면 가덕리 259번지 9호  
646,영만농장,한우,4,전북특별자치도 임실군 운암면 지천리 675번지 2호  
647,범석농장,한우,2,전북특별자치도 임실군 임실읍 신안리 728번지 1호  
648,맹열농장,한우,12,전북특별자치도 임실군 청웅면 석두리 6번지 1호  
649,진우농장,한우,19,전북특별자치도 임실군 강진면 필봉리 572번지 4호  
650,용근농장,한우,9,전북특별자치도 임실군 삼계면 어은리 434번지 2호  
651,영덕농장,한우,3,전북특별자치도 임실군 임실읍 정월리 245번지  
652,성업농장,한우,13,전북특별자치도 임실군 신덕면 삼길리 343번지 1호  
653,명수농장,한우,12,전북특별자치도 임실군 신평면 용암리 190번지 1호  
654,종권농장,한우,4,전북특별자치도 임실군 신평면 용암리 335번지 2호  
655,경남농장,한우,5,전북특별자치도 임실군 관촌면 상월리 199번지  
656,송재농장,한우,40,전북특별자치도 임실군 신평면 원천리 727번지 3호  
657,병동농장,한우,6,전북특별자치도 임실군 신평면 가덕리 765번지  
658,판주농장,한우,6,전북특별자치도 임실군 관촌면 방수리 254번지  
659,귀남농장,한우,7,전북특별자치도 임실군 관촌면 신전리 94번지  
660,연수농장,한우,14,전북특별자치도 임실군 관촌면 운수리 377번지  
661,석두농장,한우,9,전북특별자치도 임실군 관촌면 복흥리 189번지 1호  
662,동안농장,한우,60,전북특별자치도 임실군 관촌면 복흥리 613번지  
663,용남농장,한우,4,전북특별자치도 임실군 관촌면 덕천리 191번지 101호  
664,신호농장,한우,10,전북특별자치도 임실군 관촌면 복흥리 630번지  
665,기우농장,한우,15,전북특별자치도 임실군 관촌면 병암리 4번지  
666,규농장,한우,13,전북특별자치도 임실군 성수면 삼봉리 663번지  
667,중하농장,한우,15,전북특별자치도 임실군 성수면 양지리 557-1번지  
668,계호농장,한우,6,전북특별자치도 임실군 오수면 오암리 986번지  
669,대명농장,한우,6,전북특별자치도 임실군 오수면 대명리 237번지  
670,상현농장,한우,23,전북특별자치도 임실군 삼계면 덕계리 777번지 5호  
671,탑동농장,한우,30,전북특별자치도 임실군 오수면 신기리 331번지 25호  
672,광식농장,한우,17,전북특별자치도 임실군 임실읍 대곡리 806번지  
673,정옥농장,한우,5,전북특별자치도 임실군 임실읍 대곡리 84번지 2호  
674,환용농장,한우,3,전북특별자치도 임실군 지사면 영천리 593번지  
675,상민농장,한우,6,전북특별자치도 임실군 임실읍 신안리 282번지 1호  
676,하두농장,한우,10,전북특별자치도 임실군 덕치면 두지리 352번지 1호  
677,윤기농장,한우,2,전북특별자치도 임실군 임실읍 신정리 40번지  
678,성호농장,한우,5,전북특별자치도 임실군 임실읍 감성리 366번지 3호  
679,둥지농장,한우,8,전북특별자치도 임실군 덕치면 회문리 839번지 2호  
680,한귀농장,한우,8,전북특별자치도 임실군 관촌면 방현리 477번지 2호  
681,성락농장,한우,6,전북특별자치도 임실군 신덕면 삼길리 2번지  
682,동만농장,한우,7,전북특별자치도 임실군 성수면 오봉리 189번지 3호  
683,영규농장,한우,19,전북특별자치도 임실군 운암면 사양리 190번지  
684,죽계농장,한우,20,전북특별자치도 임실군 삼계면 죽계리 163번지 2호  
685,이춘농장,한우,5,전북특별자치도 임실군 삼계면 죽계리 235번지  
686,순섭농장,한우,60,전북특별자치도 임실군 강진면 방현리 267번지 8호  
