가축종류명,농장명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,사육두수,가축분뇨폐수량,가축분뇨처리시설연계처리여부,가축분뇨연계처리세부내용,개인농장폐수처리시설처리방법,운영방법,준공일자,관리기관명,관리부서전화번호,데이터기준일자
소,높은골목장,경기도 파주시 광탄면 만장산로 408-64,경기도 파주시 광탄면 창만리 836,37.79849911,126.8798932,,71,0.97,N,,,직접운영,2022-05-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,누엘목장,경기도 파주시 파평면 듸링거리길 117-32,경기도 파주시 파평면 덕천리 210-1,37.94496843,126.8734692,,218,8.22,N,,,직접운영,2016-01-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,늘뫼목장,경기도 파주시 조리읍 둑방길 371,경기도 파주시 조리읍 대원리 7-9,37.72933518,126.8324283,,210,5.181,N,,,직접운영,2018-07-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,늘벗목장,경기도 파주시 적성면 윗배우니길 101-41,경기도 파주시 적성면 객현리 176,37.97397758,126.951265,,222,4.89,N,,,직접운영,2019-10-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,다사랑목장,경기도 파주시 적성면 어삼로182번길 100,경기도 파주시 적성면 어유지리 460,38.00591925,126.9787337,,507,19.09,N,,,직접운영,2021-04-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,다아름목장,경기도 파주시 적성면 장마루16길 255-7,경기도 파주시 적성면 답곡리 439-6,37.95065352,126.8489446,031-958-3202,57,1.117,N,,,직접운영,2018-10-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,다우팜,경기도 파주시 적성면 어못내길 177-39,경기도 파주시 적성면 어유지리 180-8,38.00441869,126.98818,,328,4.21,N,,,직접운영,2023-07-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,다은목장,,경기도 파주시 탄현면 금승리 525-1,37.82147637,126.7368049,,16,0.22,N,,,직접운영,2020-02-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,담안농장,경기도 파주시 적성면 담안길 37-31,경기도 파주시 적성면 장현리 417,37.97872724,126.9668946,,15217,4.25,N,,,직접운영,2020-07-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,당지농장,경기도 파주시 파평면 청송로266번길 39-107,경기도 파주시 파평면 금파리 81,37.92584893,126.8508296,,1522,7.2,N,,,직접운영,2023-12-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,대능축산,경기도 파주시 법원읍 오류골길 107-8,경기도 파주시 법원읍 대능리 10-5,37.84211877,126.8815214,,15000,1.28,N,,,직접운영,2018-05-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,대림,경기도 파주시 파주읍 술이홀로157번길 128,경기도 파주시 파주읍 봉암리 33,37.82752387,126.8057344,,130,0.266,N,,,직접운영,2018-04-13,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,대양농장,경기도 파주시 파평면 파산서원길 130,경기도 파주시 파평면 눌노리 280-8,37.93454746,126.85221,,2449,12.49,Y,정화방류,장기폭기법,직접운영,2020-07-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,대종목장,경기도 파주시 적성면 장뜰길 311,경기도 파주시 적성면 장현리 207-5,37.97308253,126.9748981,,116,2.57,N,,,직접운영,2019-12-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,대한농원,경기도 파주시 문산읍 화석정로37번길 100,경기도 파주시 문산읍 선유리 349-1,37.87817475,126.8005965,,2000,0.171,N,,,직접운영,2020-01-17,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,대한농장,경기도 파주시 파평면 배머리길 751-17,경기도 파주시 파평면 마산리 334-2,37.88316251,126.8521072,,41740,3.569,N,,,직접운영,2021-01-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,덕동양계,경기도 파주시 광탄면 양천말길 131,경기도 파주시 광탄면 용미리 159-11,37.74490128,126.8813836,,17000,2.12,N,,,직접운영,2017-12-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,덕암농장,,경기도 파주시 조리읍 뇌조리 533-3,37.77084843,126.8160021,,36,0.49,N,,,직접운영,2020-01-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,덕암목장,경기도 파주시 법원읍 못말길 392-51,경기도 파주시 법원읍 동문리 386-7,37.87240486,126.8519841,,213,5.02,N,,,직접운영,2023-09-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
양(염소),덕암목장,경기도 파주시 조리읍 전지미말길 134,경기도 파주시 조리읍 뇌조리 477,37.76937451,126.8204348,,200,0.138,N,,,직접운영,2017-07-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,덕암목장,,경기도 파주시 월롱면 도내리 490-5,37.79194612,126.8097579,,174,2.384,N,,,직접운영,2018-12-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,덕은농장,경기도 파주시 월롱면 휴암로 116-72,경기도 파주시 월롱면 덕은리 347-5,37.80185696,126.7860726,,71,0.445,N,,,직접운영,2022-02-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
사슴,덕은사슴2농장,,경기도 파주시 월롱면 영태리 408,37.76718936,126.7991409,,12,0.04,N,,,직접운영,2019-07-23,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,덕이농장,경기도 파주시 파평면 청송로266번길 39-139,경기도 파주시 파평면 금파리 78-3,37.92550107,126.8527398,,54,0.74,N,,,직접운영,2017-09-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,덕일농장,경기도 파주시 파평면 술이홀로 1976-13,경기도 파주시 파평면 덕천리 1-2,37.93576345,126.9047201,,28000,3.74,N,,,직접운영,2022-10-20,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,도곡농장,경기도 파주시 탄현면 오금로80번길 169,경기도 파주시 탄현면 오금리 42-13,37.82518976,126.7160408,,49,0.67,N,,,직접운영,2017-11-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,도담농장,경기도 파주시 파평면 파산서원길 434-26,경기도 파주시 파평면 덕천리 154-1,37.93686307,126.8637963,,750,3.548,N,,,직접운영,2023-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,도상목장,,경기도 파주시 탄현면 축현리 613-2,37.80781788,126.7232954,,176,6.64,N,,,직접운영,2018-11-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,도희목장,경기도 파주시 적성면 장마루16길 255-11,경기도 파주시 적성면 답곡리 439-8,37.95089215,126.8494197,,94,2.12,N,,,직접운영,2019-07-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,돈우리농장,경기도 파주시 적성면 율곡로 2951-49,경기도 파주시 적성면 어유지리 10,37.99472419,126.9965181,,1816,5.022,N,,,직접운영,2022-03-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,돌풍목장,경기도 파주시 광탄면 보광로 1239,경기도 파주시 광탄면 창만리 395-1,37.7902746,126.8634371,,180,6.79,N,,,직접운영,2004-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,동두천목장,경기도 파주시 적성면 아랫배우니길 55,경기도 파주시 적성면 객현리 108-5,37.96851488,126.9568664,,191,7.19,N,,,직접운영,2017-06-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,동민목장,,경기도 파주시 적성면 율포리 242-1,37.98419915,126.9595068,,61,0.836,N,,,직접운영,2017-09-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,동서목장,경기도 파주시 적성면 율곡로 2734-36,경기도 파주시 적성면 장현리 274,37.98542796,126.9759463,,96,1.315,N,,,직접운영,2020-04-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,동수목장,경기도 파주시 광탄면 장지산로31번길 55,경기도 파주시 광탄면 용미리 214-2,37.73808407,126.8833401,,127,1.74,N,,,직접운영,2017-10-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,동우농장,경기도 파주시 파평면 파산서원길 434-122,경기도 파주시 파평면 덕천리 144,37.93737918,126.8612948,,709,3.35,N,,,직접운영,2023-03-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,동이목장,,경기도 파주시 적성면 객현리 95-1,37.96461722,126.9608719,,187,7.05,N,,,직접운영,2014-11-17,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,동적성목장,경기도 파주시 적성면 산덕골길 41,경기도 파주시 적성면 장현리 72-1,37.99052465,126.9862008,,272,10.25,N,,,직접운영,2020-06-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,두산농장,,경기도 파주시 군내면 백연리 480-69,,,,54,0.74,N,,,직접운영,2020-01-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,두지목장,경기도 파주시 적성면 말굽두리길 68-22,경기도 파주시 적성면 마지리 201-4,37.95974089,126.9087955,,288,5.87,N,,,직접운영,2019-10-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,롯데애견,,경기도 파주시 법원읍 동문리 451-3,37.86230608,126.8502055,,150,0.26,N,,,직접운영,2017-02-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,마장목장,,경기도 파주시 광탄면 마장리 17-13,37.77252501,126.898381,,273,10.29,N,,,직접운영,2019-08-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,마하연목장,경기도 파주시 광탄면 쇠장이길 39,경기도 파주시 광탄면 기산리 663-3,37.77714358,126.9082073,,50,0.93,N,,,직접운영,2019-12-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,만나농장,경기도 파주시 적성면 듸링거리길 525-32,경기도 파주시 적성면 답곡리 205,37.95586123,126.8580714,,2108,9.97,Y,정화방류,활성오니법,직접운영,2023-12-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,명광농장,경기도 파주시 법원읍 술이홀로 1574,경기도 파주시 법원읍 웅담리 275-2,37.90307167,126.8891401,,21,0.287,N,,,직접운영,2018-03-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,명기목장,경기도 파주시 적성면 배우니안길 152,경기도 파주시 적성면 객현리 132,37.97371809,126.9577258,,161,4.39,N,,,직접운영,2018-12-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,모산목장,경기도 파주시 탄현면 검산로519번길 6-36,경기도 파주시 탄현면 축현리 349,37.80246568,126.7237298,,166,6.25,N,,,직접운영,2021-02-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,목림목장,경기도 파주시 검산로 297,경기도 파주시 검산동 446,37.79728249,126.7407834,,57,0.78,N,,,직접운영,2018-05-23,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,목진목장,,경기도 파주시 법원읍 법원리 560-1,37.86013358,126.8814424,,93,2.4,N,,,직접운영,2017-09-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,문바위목장,경기도 파주시 적성면 율곡로3064번길 102-1,경기도 파주시 적성면 적암리 106-1,37.98378288,127.0015036,031-945-8222,1369,4.336,N,,,직접운영,2016-06-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,문안목장,경기도 파주시 적성면 율곡로3064번길 218,경기도 파주시 적성면 적암리 230-1,37.9841073,126.9986913,,289,10.9,N,,,직접운영,2019-07-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,문평목장,,경기도 파주시 법원읍 동문리 산 16-7,37.86864442,126.8596696,,246,5.39,N,,,직접운영,2018-08-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,미소애견,경기도 파주시 적성면 구읍로 50-95,경기도 파주시 적성면 구읍리 215-1,37.96717761,126.9306441,,180,0.31,N,,,직접운영,2015-07-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,미현목장,경기도 파주시 법원읍 칡울길 274,경기도 파주시 법원읍 갈곡리 91-5,37.85664351,126.9164423,,120,3.588,N,,,직접운영,2018-01-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,민둘이목장,경기도 파주시 광탄면 검전말길 3-74,경기도 파주시 광탄면 방축리 446,37.80700295,126.8449816,,27,0.37,N,,,직접운영,2003-10-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,민영목장,,경기도 파주시 적성면 객현리 396-1,37.97540759,126.9465967,,42,0.575,N,,,직접운영,2019-10-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,민이목장,경기도 파주시 법원읍 둔방이길 477,경기도 파주시 법원읍 삼방리 109-1,37.83473249,126.8960401,,66,2.48,N,,,직접운영,2018-03-13,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,민희목장,경기도 파주시 문산읍 임진나루길 284-17,경기도 파주시 문산읍 임진리 60-20,37.88011298,126.791305,,79,1.082,N,,,직접운영,2019-07-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,바산목장,경기도 파주시 법원읍 자운서원로 399,경기도 파주시 법원읍 동문리 437-1,37.86367021,126.8475749,,48,1.81,N,,,직접운영,2018-07-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,박찬목장,경기도 파주시 적성면 아랫배우니길 200,경기도 파주시 적성면 객현리 24,37.96584245,126.9638522,,218,8.225,N,,,직접운영,2019-10-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,박필목장,경기도 파주시 광탄면 토란길 157,경기도 파주시 광탄면 발랑리 254-1,37.79751936,126.8949344,,167,6.29,N,,,직접운영,2015-11-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,반달농장,경기도 파주시 법원읍 파평산로 36,경기도 파주시 법원읍 금곡리 291,37.88983787,126.8762169,,2132,10.87,N,,,직접운영,2021-09-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,밤고지목장,,경기도 파주시 파평면 마산리 269-4,37.89029,126.848293,,193,5.67,N,,,직접운영,2018-10-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,방중골목장,경기도 파주시 적성면 율곡로2663번길 131,경기도 파주시 적성면 장현리 285,37.98819116,126.9720603,,100,1.37,N,,,직접운영,2019-10-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,방호목장,,경기도 파주시 탄현면 축현리 200-3,37.81324222,126.7297589,,46,0.63,N,,,직접운영,2018-12-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,배울안2호점,경기도 파주시 월롱면 정문로488번길 162-41,경기도 파주시 월롱면 도내리 118-2,37.79735374,126.8283763,,19,1.52,N,,,직접운영,2021-10-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,배울안농장,경기도 파주시 월롱면 도감로172번길 122,경기도 파주시 월롱면 위전리 58-5,37.78862899,126.8010411,,150,2.055,N,,,직접운영,2018-07-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,백산목장,,경기도 파주시 적성면 가월리 116-14,37.97752508,126.9171096,,129,4.316,N,,,직접운영,2023-03-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,백운농장,경기도 파주시 적성면 윗배우니길 414,경기도 파주시 적성면 객현리 70,37.96061751,126.9560538,,24348,2.08,N,,,직접운영,2019-07-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,백호목장,경기도 파주시 법원읍 파평산로 58,경기도 파주시 법원읍 금곡리 460-1,37.89158345,126.8751922,,358,11.91,N,,,직접운영,2021-06-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,백호목장,,경기도 파주시 법원읍 금곡리 457-1,37.89170446,126.8741833,031-959-1171,201,4.314,N,,,직접운영,2018-02-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,버드네목장,경기도 파주시 광탄면 양천말길 5-76,경기도 파주시 광탄면 용미리 492,37.74383768,126.8751873,,44,0.6,N,,,직접운영,2010-09-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,버드네목장,경기도 파주시 광탄면 양천말길 58,경기도 파주시 광탄면 용미리 369-2,37.74236302,126.8792043,,92,1.26,N,,,직접운영,2018-08-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,버들목장,경기도 파주시 적성면 장뜰길 314,경기도 파주시 적성면 장현리 204,37.97286448,126.9739353,,90,1.233,N,,,직접운영,2020-01-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,범준목장,경기도 파주시 검산로 215,경기도 파주시 검산동 417,37.79146696,126.7420056,,137,3.7,N,,,직접운영,2020-12-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,베테랑목장,경기도 파주시 적성면 배우니안길 112-19,경기도 파주시 적성면 객현리 131-4,37.97237108,126.9589389,,133,5.015,N,,,직접운영,2017-08-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,베텔목장,경기도 파주시 적성면 청송로699번길 52-21,경기도 파주시 적성면 식현리 201-4,37.94654464,126.8833395,,113,4.26,N,,,직접운영,2002-02-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,변산농장,경기도 파주시 적성면 말굽두리길 170,경기도 파주시 적성면 마지리 228-6,37.95574929,126.9064883,,1454,7.415,N,,,직접운영,2020-01-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,변산농장2,경기도 파주시 적성면 말굽두리길 199,경기도 파주시 적성면 마지리 230-1,37.95440859,126.9067319,,91,1.247,N,,,직접운영,2021-06-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,보람목장,경기도 파주시 적성면 담안길 67-32,경기도 파주시 적성면 장현리 433,37.9753204,126.9663803,,191,4.08,N,,,직접운영,2020-04-17,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,복순농장,경기도 파주시 파주읍 정문로 695-176,경기도 파주시 파주읍 백석리 225-1,37.81760521,126.8090146,,248,3.38,N,,,직접운영,2019-12-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,봉서농장,경기도 파주시 파주읍 우계로 109-64,경기도 파주시 파주읍 파주리 322,37.83816504,126.813028,,163,2.233,N,,,직접운영,2017-09-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,봉석목장,경기도 파주시 조리읍 둑방길 296-23,경기도 파주시 조리읍 대원리 1247,37.73076592,126.8284208,,222,3.041,N,,,직접운영,2018-11-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,봉석목장,경기도 파주시 조리읍 둑방길 296-35,경기도 파주시 조리읍 대원리 1249,37.73031769,126.8277439,,414,8.4,N,,,직접운영,2018-06-25,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,봉화농장,경기도 파주시 적성면 장뜰길 248,경기도 파주시 적성면 장현리 222-11,37.97583019,126.9748545,,42,0.57,N,,,직접운영,2022-04-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,부곡농장,경기도 파주시 파주읍 혜음로 1614-55,경기도 파주시 파주읍 연풍리 23,37.82245239,126.84866,,1750,9.378,Y,정화방류,활성오니법,직접운영,2021-07-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,부곡농장,경기도 파주시 파주읍 혜음로 1614-55,경기도 파주시 파주읍 연풍리 23,37.82245239,126.84866,,1783,9.378,N,,,직접운영,2021-07-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,부삼농장,경기도 파주시 월롱면 정문로488번길 206-19,경기도 파주시 월롱면 도내리 44,37.79808527,126.8302215,,233,5.01,N,,,직접운영,2020-04-22,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,부승농장,경기도 파주시 파평면 장마루1길 253,경기도 파주시 파평면 덕천리 580-2,37.93961485,126.8469044,,3200,16.32,N,,,직접운영,2020-01-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,부원농장,경기도 파주시 광탄면 장지산로 217,경기도 파주시 광탄면 분수리 64-2,37.75336196,126.8802806,,653,3.33,N,,,직접운영,2019-07-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,부원농장,경기도 파주시 문산읍 화석정로37번길 98,경기도 파주시 문산읍 선유리 348-1,37.87791949,126.8008518,,556,2.835,N,,,직접운영,2019-10-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,부흥목장,경기도 파주시 조리읍 둑방길 360,경기도 파주시 조리읍 대원리 1290,37.73050365,126.8308535,,1996,10.18,N,,,직접운영,2018-06-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,쁘띠맘,경기도 파주시 소라지로195번길 76-30,경기도 파주시 신촌동 246,37.74054919,126.6907024,,215,0.489,N,,,직접운영,2018-01-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,사단법인 동물권행동 카라,경기도 파주시 법원읍 술이홀로 1409,경기도 파주시 법원읍 금곡리 230,37.89339389,126.8798615,,150,0.255,N,,,직접운영,2020-02-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,산승목장,경기도 파주시 법원읍 술이홀로584번길 49,경기도 파주시 법원읍 대능리 552-3,37.83145521,126.8522989,,162,6.11,N,,,직접운영,2016-09-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,삼거리농장,경기도 파주시 조리읍 능안로265번길 25-44,경기도 파주시 조리읍 능안리 1524,37.73468616,126.7831592,,58,0.78,N,,,직접운영,2015-09-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,삼남목장,,경기도 파주시 적성면 객현리 108-7,37.96772547,126.9562967,,297,6.094,N,,,직접운영,2020-04-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,삼도농장,,경기도 파주시 문산읍 마정리 455-2,37.8958559,126.7577657,,30000,2.56,N,,,직접운영,2019-11-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,삼마농장,경기도 파주시 적성면 듸링거리길 326-80,경기도 파주시 적성면 답곡리 2,37.95358034,126.8705215,,1601,7.915,N,,,직접운영,2020-06-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,삼성농장,경기도 파주시 탄현면 동오리길 234,경기도 파주시 탄현면 낙하리 198,37.84012432,126.7343871,,22,0.302,N,,,직접운영,2022-10-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,삼성목장,경기도 파주시 탄현면 엘지로583번길 83-67,경기도 파주시 탄현면 금승리 539,37.81962973,126.7391934,,18,0.24,N,,,직접운영,2020-03-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,삼양종축,경기도 파주시 법원읍 술이홀로1494번길 110,경기도 파주시 법원읍 웅담리 268,37.90181706,126.8875746,,109,2.49,N,,,직접운영,2018-03-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,상골목장,경기도 파주시 방촌로396번길 83-4,경기도 파주시 맥금동 1213,37.78364438,126.7271294,,112,1.918,N,,,직접운영,2017-08-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,상신축산,경기도 파주시 파평면 청송로266번길 50-43,경기도 파주시 파평면 금파리 113,37.92361104,126.8448574,,170,2.329,N,,,직접운영,2019-10-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,상원목장,,경기도 파주시 법원읍 법원리 152,37.8586357,126.8983918,,85,1.813,N,,,직접운영,2018-07-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,상현농장,경기도 파주시 탄현면 오금로80번길 169,경기도 파주시 탄현면 오금리 42-13,37.82518976,126.7160408,,20,0.27,N,,,직접운영,2018-10-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,상훈농장,경기도 파주시 적성면 어삼로182번길 76,경기도 파주시 적성면 어유지리 458,38.00499192,126.9777367,,18049,2.91,N,,,직접운영,2023-05-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새기운목장,경기도 파주시 파평면 자장로17번길 106,경기도 파주시 파평면 장파리 544,37.95379614,126.8390076,,225,4.31,N,,,직접운영,2021-07-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새대성목장,경기도 파주시 파평면 자장로17번길 78,경기도 파주시 파평면 장파리 567,37.95210988,126.8386331,,200,4.18,N,,,직접운영,2018-01-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,새대한목장,경기도 파주시 광탄면 보광로1492번길 42-13,경기도 파주시 광탄면 방축리 20-6,37.81046396,126.8678869,,267,13.065,N,,,직접운영,2018-05-04,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,새땅목장,경기도 파주시 적성면 청송로661번길 90-17,경기도 파주시 적성면 식현리 40-1,37.94662131,126.8801975,,160,4.064,N,,,직접운영,2017-10-16,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새론목장,,경기도 파주시 적성면 객현리 10,37.96699176,126.9614279,,170,5.64,N,,,직접운영,2020-03-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,새말농장,경기도 파주시 문산읍 방촌로1294번길 83,경기도 파주시 문산읍 내포리 765,37.83863542,126.7547049,,856,4.36,N,,,직접운영,2018-11-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,새말농장,경기도 파주시 탄현면 장릉로49번길 8,경기도 파주시 탄현면 갈현리 821-97,37.76996108,126.7151214,031-945-9966,27000,3.36,N,,,직접운영,1997-01-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,새벽농장,경기도 파주시 적성면 듸링거리길 257-46,경기도 파주시 적성면 답곡리 31-2,37.94942066,126.8652993,,1152,3.008,N,,,직접운영,2022-03-17,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새벽목장,경기도 파주시 조리읍 둑방길 296-53,경기도 파주시 조리읍 대원리 1251,37.72973822,126.8273981,,373,9.914,N,,,직접운영,2023-10-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새선영목장,경기도 파주시 파주읍 봉암길 304,경기도 파주시 파주읍 봉암리 37-1,37.82854374,126.8067716,,87,1.911,N,,,직접운영,2018-11-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새실농장,,경기도 파주시 탄현면 금승리 503,37.82169296,126.7443944,,38,0.521,N,,,직접운영,2017-12-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새영랑목장,,경기도 파주시 파평면 덕천리 631-1,37.93843972,126.8445523,,229,5.1,N,,,직접운영,2021-05-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,새용성목장,경기도 파주시 적성면 술이홀로 2052-51,경기도 파주시 적성면 마지리 358-3,37.94099838,126.903646,,195,7.356,N,,,직접운영,2018-11-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새우리농장,경기도 파주시 탄현면 새오리로 318-54,경기도 파주시 탄현면 대동리 269,37.8101822,126.6933976,,57,0.78,N,,,직접운영,2020-05-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,새일목장,,경기도 파주시 파평면 율곡리 281,37.88040993,126.81565,,172,2.356,N,,,직접운영,2017-11-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,샘골농장,경기도 파주시 광탄면 심궁로 243-47,경기도 파주시 광탄면 마장리 298-2,37.78063337,126.8758591,,9000,0.873,N,,,직접운영,2018-05-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,샘골농장,경기도 파주시 적성면 어삼로182번길 320,경기도 파주시 적성면 어유지리 167,38.00809796,126.9858917,,1400,2.38,N,,,직접운영,2024-05-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,서부목장,경기도 파주시 적성면 듸링거리길 320-60,경기도 파주시 적성면 답곡리 59-2,37.95021352,126.8696788,,95,2.67,N,,,직접운영,2021-11-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
