시군구명,사업장명칭,소재지주소(사업장),영업상태,영업상태코드,주사육업종,등록허가구분,시설면적(제곱미터),데이터기준일자
무주군,한ㅇㅇ축사,전북특별자치도 무주군 안성면 공정리 2663번지 1호  ,정상,1,한우,등록 ,486.93,2026-01-05
무주군,성진농장,전북특별자치도 무주군 안성면 죽천리 1292번지 4호  ,정상,1,한우,허가,322.56,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 안성로 402-85,정상,1,한우,허가,214.9,2026-01-05
무주군,박ㅇㅇ축사,전북특별자치도 무주군 적상면 사산리 1104번지  ,폐업,3,한우,등록 ,60,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 안성면 사전리 432번지  ,정상,1,한우,등록 ,594,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 사전리 432번지  ,정상,1,한우,등록 ,594,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 사전리 1394번지 2호  ,정상,1,한우,등록 ,720,2026-01-05
무주군,반딧골한우목장,전북특별자치도 무주군 무주읍 오산리 151번지  ,폐업,3,한우,허가,1892.32,2026-01-05
무주군,나경농장,전북특별자치도 무주군 안성면 공진리 58번지 3호  ,폐업,3,오리,허가,2893.6,2026-01-05
무주군,성진목장,전북특별자치도 무주군 무주읍 용포리 46번지 4호  ,폐업,3,젖소,허가,1206,2026-01-05
무주군,영희목장,전북특별자치도 무주군 무주읍 용포리 244번지 1호  ,폐업,3,젖소,허가,1240,2026-01-05
무주군,정일농장,전북특별자치도 무주군 설천면 두길리 864번지  ,정상,1,한우,허가,124.32,2026-01-05
무주군,구름뜰농장,전북특별자치도 무주군 적상면 북창리 82번지 2호  ,정상,1,한우,등록 ,99,2026-01-05
무주군,박ㅇㅇ축사,전북특별자치도 무주군 무풍면 덕지리 901번지 1호  ,폐업,3,한우,등록 ,60,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무풍면 지성리 889번지 1호  ,폐업,3,한우,등록 ,70,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무주읍 당산리 1329번지  ,정상,1,한우,허가,228.7,2026-01-05
무주군,가림농장,전북특별자치도 무주군 무주읍 가옥리 247번지  ,정상,1,한우,허가,183.95,2026-01-05
무주군,맛들농장,전북특별자치도 무주군 무주읍 당산리 601번지  ,휴업,2,한우,허가,476.53,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무풍면 삼거리 226번지  ,정상,1,한우,등록 ,18,2026-01-05
무주군,성용농장,전북특별자치도 무주군 안성면 장기리 1045번지  ,정상,1,한우,허가,109.8,2026-01-05
무주군,선환농장,전북특별자치도 무주군 안성면 장기리 1038번지  ,폐업,3,한우,등록 ,132,2026-01-05
무주군,삼유목장,전북특별자치도 무주군 적상면 상비길 38,정상,1,젖소,등록 ,1286,2026-01-05
무주군,보람농장,전북특별자치도 무주군 안성면 금평리 산 2번지 7호  ,폐업,3,한우,등록 ,1892,2026-01-05
무주군,반딧불산성농장,전북특별자치도 무주군 적상면 삼가리 951번지  ,정상,1,육계,허가,3053.71,2026-01-05
무주군,농업회사법인(주)무주반딧불복지농장,전북특별자치도 무주군 부남면 장안리 1286번지 1호  ,정상,1,종계/산란계,허가,3233.53,2026-01-05
무주군,농협경제지주(주) 한우개량사업소 전북무주한우씨수소사육장,전북특별자치도 무주군 부남면 장삼재로 234,휴업,2,한우,허가,2801.18,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 적상면 북창리 82번지 2호  ,정상,1,한우,등록 ,99,2026-01-05
무주군,송ㅇㅇ축사,전북특별자치도 무주군 적상면 북창리 619번지 1호  ,폐업,3,한우,등록 ,30,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 안성면 사전리 1392번지  ,정상,1,한우,등록 ,324,2026-01-05
무주군,초원목장,"전북특별자치도 무주군 무풍면 지성리 438번지 4호 , 438-8 ",정상,1,젖소,허가,3021.5,2026-01-05
무주군,남형농장,전북특별자치도 무주군 무풍면 은산리 667번지  ,폐업,3,한우,허가,2960,2026-01-05
무주군,푸른농장,전북특별자치도 무주군 무풍면 철목리 693번지 1호  ,폐업,3,젖소,허가,1345.5,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무주읍 당산리 789번지  ,폐업,3,한우,허가,445.5,2026-01-05
무주군,권ㅇㅇ축사,전북특별자치도 무주군 무주읍 내도리 1838번지 3호  ,휴업,2,한우,등록 ,400,2026-01-05
무주군,임ㅇㅇ축사,전북특별자치도 무주군 무주읍 가옥리 246번지 5호  ,정상,1,한우,등록 ,120,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무주읍 당산리 1428번지  ,폐업,3,한우,등록 ,450,2026-01-05
무주군,정ㅇㅇ축사,전북특별자치도 무주군 무주읍 내도리 1363번지  ,폐업,3,한우,등록 ,15,2026-01-05
무주군,한ㅇㅇ축사,전북특별자치도 무주군 무주읍 내도리 185번지 3호  ,폐업,3,한우,등록 ,10,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 무주읍 읍내리 779번지  ,폐업,3,한우,등록 ,150,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무주읍 오산리 38번지  ,정상,1,한우,허가,765,2026-01-05
무주군,정ㅇㅇ축사,전북특별자치도 무주군 무주읍 장백리 165번지  ,정상,1,한우,허가,1272,2026-01-05
무주군,박ㅇㅇ축사,전북특별자치도 무주군 무풍면 금평리 1061번지  ,폐업,3,한우,등록 ,150,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무풍면 덕지리 1352번지  ,폐업,3,한우,등록 ,0,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 무풍면 금평리 778번지  ,정상,1,한우,허가,352.55,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 무풍면 금평리 565번지  ,폐업,3,한우,등록 ,360,2026-01-05
무주군,황ㅇㅇ축사,전북특별자치도 무주군 무풍면 철목리 968번지  ,정상,1,한우,허가,211.42,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무풍면 덕지리 425번지  ,폐업,3,한우,등록 ,324,2026-01-05
무주군,대덕산농원,전북특별자치도 무주군 무풍면 덕지리 25번지 1호  ,폐업,3,한우,등록 ,450,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 무풍면 덕지리 1193번지  ,폐업,3,한우,등록 ,21,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 설천면 두길리 1682번지 1호  ,폐업,3,한우,등록 ,100,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 설천면 소천리 484번지 4호  ,폐업,3,한우,등록 ,190,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 진도리 570번지 1호  ,폐업,3,한우,등록 ,350,2026-01-05
무주군,조ㅇㅇ축사,전북특별자치도 무주군 무주읍 가옥리 50번지 3호  ,정상,1,한우,등록 ,165,2026-01-05
무주군,유ㅇㅇ축사,전북특별자치도 무주군 무주읍 가옥리 261번지  ,정상,1,한우,등록 ,198,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 적상면 삼유리 303번지  ,폐업,3,한우,등록 ,67,2026-01-05
무주군,동호목장,전북특별자치도 무주군 적상면 삼유리 625번지  ,정상,1,한우,등록 ,500,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 적상면 괴목리 729번지 1호  ,폐업,3,한우,등록 ,165,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 적상면 북창리 274번지  ,폐업,3,한우,등록 ,165,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 적상면 괴목리 1289번지 1호  ,정상,1,한우,등록 ,30,2026-01-05
무주군,황ㅇㅇ축사,전북특별자치도 무주군 적상면 포내리 889번지 3호  ,폐업,3,한우,등록 ,324,2026-01-05
무주군,백ㅇㅇ축사,전북특별자치도 무주군 적상면 괴목리 533번지  ,폐업,3,한우,등록 ,100,2026-01-05
무주군,최ㅇㅇ축사,전북특별자치도 무주군 적상면 삼유리 1572번지  ,정상,1,한우,등록 ,99,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 적상면 포내리 832번지 1호  ,폐업,3,한우,등록 ,165,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 안성면 공진리 1398번지  ,폐업,3,한우,등록 ,36,2026-01-05
무주군,가옥목장,전북특별자치도 무주군 무주읍 가옥리 299번지  ,폐업,3,한우,등록 ,400,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무주읍 대차리 847번지  ,폐업,3,한우,등록 ,72,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 무주읍 가옥리 237번지 2호  ,정상,1,한우,허가,194.6,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 안성면 공진리 1482번지  ,폐업,3,한우,등록 ,50,2026-01-05
무주군,박ㅇㅇ축사,전북특별자치도 무주군 안성면 금평리 2163번지 3호  ,폐업,3,한우,등록 ,30,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 안성면 금평리 1812번지  ,폐업,3,한우,등록 ,250,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 안성면 장기리 1959번지 1호  ,폐업,3,한우,등록 ,150,2026-01-05
무주군,류ㅇㅇ축사,전북특별자치도 무주군 안성면 장기리 474번지 3호  ,폐업,3,한우,등록 ,330,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 사전리 1216번지 3호  ,폐업,3,한우,등록 ,50,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 장기리 511번지 1호  ,폐업,3,한우,등록 ,200,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 안성면 사전리 685번지 1호  ,폐업,3,한우,등록 ,324,2026-01-05
무주군,정경농장,전북특별자치도 무주군 안성면 공진리 1391번지  ,폐업,3,한우,등록 ,350,2026-01-05
무주군,서ㅇㅇ축사,전북특별자치도 무주군 안성면 진도리 1101번지 4호  ,폐업,3,한우,등록 ,330,2026-01-05
무주군,임ㅇㅇ,전북특별자치도 무주군 안성면 덕산리 9번지 33호  ,폐업,3,한우,등록 ,324,2026-01-05
무주군,홍ㅇㅇ축사,전북특별자치도 무주군 안성면 금평리 1247번지  ,정상,1,한우,등록 ,150,2026-01-05
무주군,박ㅇㅇ,전북특별자치도 무주군 안성면 금평리 1121번지 1호  ,폐업,3,한우,등록 ,324,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 금평리 1119번지 1호  ,폐업,3,한우,등록 ,600,2026-01-05
무주군,명천사슴농장,전북특별자치도 무주군 안성면 죽천리 129번지  ,정상,1,사슴,등록 ,1184.38,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 부남면 가당리 65번지 4호  ,폐업,3,한우,등록 ,165,2026-01-05
무주군,허영축사,전북특별자치도 무주군 안성면 공정리 807번지  ,폐업,3,한우,등록 ,264,2026-01-05
무주군,통안골흑염소농장,전북특별자치도 무주군 부남면 가당리 945번지 6호  ,정상,1,산양,등록 ,840,2026-01-05
무주군,김ㅇㅇ 농장,전북특별자치도 무주군 안성면 죽천리  ,정상,1,한우,허가,768,2026-01-05
무주군,김ㅇㅇ 농장,전북특별자치도 무주군 무주읍 당산리  ,정상,1,한우,등록 ,90,2026-01-05
무주군,김ㅇㅇ 농장,전북특별자치도 무주군 무주읍 내도리 259번지  ,정상,1,한우,허가,178.84,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 안성면 공정리  ,정상,1,한우,등록 ,216,2026-01-05
무주군,이ㅇㅇ 농장,전북특별자치도 무주군 안성면 장기리 655번지  ,정상,1,한우,허가,166.4,2026-01-05
무주군,상대곡 농장,전북특별자치도 무주군 부남면 장안리 1540번지  ,정상,1,한우,허가,81,2026-01-05
무주군,김ㅇㅇ 축사,전북특별자치도 무주군 적상면 북창리 767번지 1호  ,휴업,2,한우,허가,120,2026-01-05
무주군,강ㅇㅇ 축사,전북특별자치도 무주군 적상면 사산리 617번지  ,폐업,3,한우,등록 ,352.2,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 적상면 삼유리 385번지 2호 382 ,정상,1,한우,허가,1458,2026-01-05
무주군,광원농장,전북특별자치도 무주군 안성면 덕산리 948번지 18호  ,폐업,3,한우,등록 ,990,2026-01-05
무주군,용덕농장,전북특별자치도 무주군 안성면 사전리 1216번지 3호  ,폐업,3,한우,등록 ,31.16,2026-01-05
무주군,박ㅇㅇ농장,전북특별자치도 무주군 안성면 진도리 76번지 1호  ,폐업,3,한우,등록 ,25.92,2026-01-05
무주군,예능 목장,전북특별자치도 무주군 무주읍 대차리 968번지 1호  ,폐업,3,한우,등록 ,22.3,2026-01-05
무주군,신ㅇㅇ 축사,전북특별자치도 무주군 무주읍 대차리 809번지  ,폐업,3,한우,등록 ,963,2026-01-05
무주군,찬주 농장,전북특별자치도 무주군 안성면 금평리 2172번지 2호  ,폐업,3,한우,등록 ,42.16,2026-01-05
무주군,중당축사,전북특별자치도 무주군 안성면 덕산리 1667번지 1호  ,폐업,3,한우,등록 ,121.6,2026-01-05
무주군,태우농장,전북특별자치도 무주군 안성면 사전리 65번지 12호  ,폐업,3,한우,등록 ,5.4,2026-01-05
무주군,신ㅇㅇ,전북특별자치도 무주군 안성면 공진리 700번지  ,폐업,3,한우,등록 ,2145,2026-01-05
무주군,서ㅇㅇ 축사,전북특별자치도 무주군 안성면 금평리 545번지 3호  ,폐업,3,한우,등록 ,22.4,2026-01-05
무주군,현덕농장,전북특별자치도 무주군 무풍면 덕지리 1378번지  ,정상,1,한우,허가,165.6,2026-01-05
무주군,우진 참한우 농장,전북특별자치도 무주군 안성면 덕산로 158-13,정상,1,한우,등록 ,2450,2026-01-05
무주군,신ㅇㅇ 농장,전북특별자치도 무주군 무주읍 대차리 1670번지 7호  ,정상,1,한우,허가,1617.3,2026-01-05
무주군,동석농장,전북특별자치도 무주군 무주읍 당산리 602번지  ,폐업,3,한우,등록 ,160,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무주읍 대차리 1672번지 8호  ,정상,1,한우,허가,590.68,2026-01-05
무주군,설ㅇㅇ농장,전북특별자치도 무주군 무주읍 오산리 502번지  ,폐업,3,한우,등록 ,400,2026-01-05
무주군,설ㅇㅇ농장,전북특별자치도 무주군 무주읍 오산리 502번지  ,정상,1,한우,허가,943.2,2026-01-05
무주군,정ㅇㅇ농장,전북특별자치도 무주군 무주읍 오산리 502번지  ,정상,1,한우,등록 ,110,2026-01-05
무주군,김ㅇㅇ농장,전북특별자치도 무주군 적상면 삼유리 955번지  ,정상,1,한우,등록 ,132.3,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 무주읍 당산리 1416번지  ,폐업,3,한우,등록 ,273.15,2026-01-05
무주군,김ㅇㅇ농장,전북특별자치도 무주군 무주읍 오산리 152번지 2호  ,정상,1,한우,허가,388.08,2026-01-05
무주군,박원농장,전북특별자치도 무주군 무주읍 용포리 72번지 2호  ,폐업,3,한우,허가,210,2026-01-05
무주군,경철농장,전북특별자치도 무주군 무풍면 철목리 315번지  ,정상,1,한우,허가,663,2026-01-05
무주군,병재농장,전북특별자치도 무주군 무주읍 당산리 1454번지  ,정상,1,한우,허가,540,2026-01-05
무주군,늘푸른한우사랑,전북특별자치도 무주군 적상면 삼가리 2076번지  ,정상,1,한우,허가,926.89,2026-01-05
무주군,순선농장,전북특별자치도 무주군 무주읍 대차리 193번지 1호  ,폐업,3,한우,등록 ,131,2026-01-05
무주군,이중농장,전북특별자치도 무주군 적상면 방이리 1289번지 1호  ,폐업,3,한우,등록 ,33,2026-01-05
무주군,장ㅇㅇ농장,전북특별자치도 무주군 설천면 기곡리 931번지 1호  ,정상,1,한우,등록 ,34,2026-01-05
무주군,조ㅇㅇ농장,전북특별자치도 무주군 적상면 삼유리 1587번지  ,정상,1,한우,허가,30,2026-01-05
무주군,김ㅇㅇ농장,전북특별자치도 무주군 적상면 괴목리 568번지 1호  ,정상,1,한우,등록 ,100,2026-01-05
무주군,김ㅇㅇ농장,전북특별자치도 무주군 적상면 사천리 879번지  ,정상,1,한우,허가,396,2026-01-05
무주군,박ㅇㅇ농장,전북특별자치도 무주군 설천면 길산리 278번지  ,정상,1,한우,허가,339.42,2026-01-05
무주군,무주자연순환농장,전북특별자치도 무주군 무풍면 철목리 218번지 1호  ,폐업,3,종계/산란계,허가,96,2026-01-05
무주군,박ㅇㅇ농장,전북특별자치도 무주군 무주읍 당산리 360번지 35호  ,폐업,3,육계,등록 ,40,2026-01-05
무주군,최ㅇㅇ농장,전북특별자치도 무주군 적상면 사천리 353번지  ,정상,1,한우,허가,327,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 무주읍 용포리 111번지  ,폐업,3,한우,허가,141.89,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 무주읍 용포리 46번지 2호  ,정상,1,한우,허가,260,2026-01-05
무주군,병석농장,전북특별자치도 무주군 무주읍 당산리 964번지 5호  ,정상,1,한우,허가,127.98,2026-01-05
무주군,푸른농장,전북특별자치도 무주군 부남면 가당리 2133번지 13호  ,정상,1,염소,등록 ,835,2026-01-05
무주군,김ㅇㅇ농장,전북특별자치도 무주군 적상면 사산리 653번지  ,휴업,2,한우,허가,445,2026-01-05
무주군,조ㅇㅇ농장,전북특별자치도 무주군 무주읍 내도리 1573번지 1호  ,폐업,3,한우,등록 ,30,2026-01-05
무주군,하ㅇㅇ농장,전북특별자치도 무주군 무풍면 은산리 622번지 1호  ,정상,1,한우,허가,145,2026-01-05
무주군,피그말리온허브,전북특별자치도 무주군 부남면 가당리 1352번지  ,폐업,3,오리,등록 ,35,2026-01-05
무주군,김ㅇㅇ농장,전북특별자치도 무주군 설천면 소천리 65번지  ,정상,1,한우,허가,320,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 적상면 삼가리 948번지  ,정상,1,한우,허가,368.64,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 무주읍 장백리 167번지  ,정상,1,한우,허가,331.2,2026-01-05
무주군,장ㅇㅇ축사,전북특별자치도 무주군 적상면 북창리 509번지  ,폐업,3,한우,허가,129,2026-01-05
무주군,산골농장,전북특별자치도 무주군 안성면 공정리 18번지 1호  ,정상,1,종계/산란계,허가,484,2026-01-05
무주군,이ㅇㅇ 축사,전북특별자치도 무주군 안성면 장무로 1650-27,정상,1,한우,허가,943.2,2026-01-05
무주군,반딧불산성농장,전북특별자치도 무주군 적상면 삼가리 938번지 1호  ,정상,1,한우,허가,700,2026-01-05
무주군,성수농장,전북특별자치도 무주군 안성면 사전리 437번지 3호  ,정상,1,한우,허가,279.2,2026-01-05
무주군,장안농장,전북특별자치도 무주군 부남면 장안리 1282번지  ,정상,1,한우,허가,1173.25,2026-01-05
무주군,반딧불 목장,전북특별자치도 무주군 무주읍 장백리 152번지  ,정상,1,젖소,허가,1750,2026-01-05
무주군,장ㅇㅇ 축사,전북특별자치도 무주군 설천면 두길리 1238번지 1호  ,정상,1,한우,등록 ,43.6,2026-01-05
무주군,용포리목장,전북특별자치도 무주군 무주읍 용포리 산 84번지 7호  ,정상,1,한우,허가,2876.69,2026-01-05
무주군,최ㅇㅇ축사,전북특별자치도 무주군 안성면 사전리 541번지 1호  ,정상,1,한우,허가,293.9,2026-01-05
무주군,김ㅇㅇ 축사,전북특별자치도 무주군 적상면 사산리 709번지 1호  ,폐업,3,한우,허가,331.2,2026-01-05
무주군,부흥농장,전북특별자치도 무주군 무풍면 덕지리 431번지  ,정상,1,한우,허가,211.57,2026-01-05
무주군,황ㅇㅇ축사,전북특별자치도 무주군 무주읍 대차리 1669번지 8호  ,정상,1,한우,허가,1053,2026-01-05
무주군,민철농장,전북특별자치도 무주군 무주읍 오산리 760번지  ,정상,1,한우,허가,128,2026-01-05
무주군,이ㅇㅇ 축사,전북특별자치도 무주군 안성면 사전리 430번지 3호  ,폐업,3,한우,허가,247,2026-01-05
무주군,진흥농장,전북특별자치도 무주군 무주읍 당산리 산 63번지 9호  ,정상,1,한우,허가,112,2026-01-05
무주군,신ㅇㅇ축사,전북특별자치도 무주군 무주읍 오산리 46번지 3호  ,정상,1,한우,허가,91.67,2026-01-05
무주군,설ㅇㅇ축사,전북특별자치도 무주군 안성면 장기리 628번지 1호  ,정상,1,한우,허가,232.96,2026-01-05
무주군,최ㅇㅇ 축사,전북특별자치도 무주군 안성면 장기리 476번지 1호  ,정상,1,한우,허가,224,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 설천면 삼공리 191번지  ,정상,1,한우,허가,124.64,2026-01-05
무주군,예능농장,전북특별자치도 무주군 무주읍 대차리 466번지  ,정상,1,한우,허가,128,2026-01-05
무주군,정호목장,전북특별자치도 무주군 안성면 공진리 807번지 1호  ,정상,1,육우,허가,900,2026-01-05
무주군,아란농장,전북특별자치도 무주군 안성면 공진리 384번지  ,정상,1,한우,허가,1625,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 무주읍 당산리 1411번지  ,정상,1,한우,허가,220.75,2026-01-05
무주군,김ㅇㅇ 축사,전북특별자치도 무주군 무풍면 덕지리 468번지  ,정상,1,한우,허가,197.6,2026-01-05
무주군,신ㅇㅇ 축사,전북특별자치도 무주군 무주읍 대차리 1667번지 7호  ,정상,1,한우,허가,891,2026-01-05
무주군,신ㅇㅇ 축사,전북특별자치도 무주군 안성면 금평리 1132번지 1호  ,정상,1,한우,허가,224,2026-01-05
무주군,이ㅇㅇ 축사,전북특별자치도 무주군 안성면 장기리 1161번지 6호  ,정상,1,한우,허가,108,2026-01-05
무주군,농업회사법인 피그말리온허브(주),전북특별자치도 무주군 부남면 가당리 1352번지  ,정상,1,종계/산란계,등록 ,29,2026-01-05
무주군,임ㅇㅇ축사,전북특별자치도 무주군 무풍면 금평리 1060번지  ,정상,1,한우,허가,150,2026-01-05
무주군,장ㅇㅇ 축사,전북특별자치도 무주군 적상면 북창리 527번지  ,정상,1,한우,허가,70.2,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 적상면 북창리 509번지  ,정상,1,한우,허가,91,2026-01-05
무주군,박ㅇㅇ축사,전북특별자치도 무주군 무풍면 덕지리 159번지  ,정상,1,한우,허가,60,2026-01-05
무주군,이ㅇㅇ농장,전북특별자치도 무주군 적상면 삼가리 1966번지  ,정상,1,한우,허가,455.03,2026-01-05
무주군,복농장,전북특별자치도 무주군 무풍면 철목리 317번지  ,정상,1,한우,허가,395.65,2026-01-05
무주군,연철농장,전북특별자치도 무주군 안성면 덕산리 1388번지 1호  ,정상,1,한우,허가,367.94,2026-01-05
무주군,정ㅇㅇ 축사,전북특별자치도 무주군 적상면 삼가리 408번지 1호  ,정상,1,한우,허가,128,2026-01-05
무주군,섭이네농장,전북특별자치도 무주군 적상면 삼가리 1105번지  ,정상,1,한우,허가,549.2,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 무주읍 대차리 1669번지 4호  ,정상,1,한우,허가,650,2026-01-05
무주군,월현농원,전북특별자치도 무주군 설천면 두길리 1752번지  ,정상,1,한우,허가,185.32,2026-01-05
무주군,경필목장,전북특별자치도 무주군 적상면 사산리 1057번지 25호  ,정상,1,한우,허가,1400,2026-01-05
무주군,류ㅇㅇ축사,전북특별자치도 무주군 안성면 장기리 504번지 3호  ,정상,1,한우,허가,70.92,2026-01-05
무주군,가림농장,전북특별자치도 무주군 무주읍 가옥리 125번지  ,정상,1,한우,허가,789.75,2026-01-05
무주군,상수목장,전북특별자치도 무주군 안성면 덕산리 1676-2번지  ,정상,1,한우,허가,324,2026-01-05
무주군,정ㅇㅇ축사,전북특별자치도 무주군 안성면 진도리 1684번지 2호  ,정상,1,한우,허가,648,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무주읍 읍내리 449번지  ,정상,1,한우,등록 ,50,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 설천면 기곡리 893번지  ,정상,1,한우,등록 ,34.4,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 부남면 대소리 110번지 1호  ,정상,1,한우,등록 ,50,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 적상면 사천리 841번지 3호  ,정상,1,한우,허가,648,2026-01-05
무주군,한ㅇㅇ축사,전북특별자치도 무주군 적상면 삼가리 522번지  ,정상,1,한우,허가,182,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 금평리 2129번지 3호  ,정상,1,한우,허가,243,2026-01-05
무주군,박ㅇㅇ축사,전북특별자치도 무주군 적상면 삼가리 1814번지  ,정상,1,한우,허가,153,2026-01-05
무주군,임ㅇㅇ축사,"전북특별자치도 무주군 무주읍 대차리 1667번지 4호 외 2필지(1667-5, 1667-6) ",정상,1,한우,허가,2268,2026-01-05
무주군,정ㅇㅇ축사,전북특별자치도 무주군 적상면 사산리 709번지 1호  ,정상,1,한우,허가,331.2,2026-01-05
무주군,김ㅇㅇ축사,전북특별자치도 무주군 무주읍 장백리 414번지  ,정상,1,한우,허가,657,2026-01-05
무주군,이ㅇㅇ축사,전북특별자치도 무주군 안성면 사전리 430번지 1호  ,정상,1,한우,허가,446,2026-01-05
무주군,김ㅇㅇ 농장,"전북특별자치도 무주군 부남면 장안리 1126번지 1호 , 1126-2 ",정상,1,한우,허가,1350,2026-01-05
무주군,김ㅇㅇ축사,"전북특별자치도 무주군 안성면 사전리 1393번지 5호 , 1393-10 ",정상,1,한우,허가,368,2026-01-05
무주군,명동축사,전북특별자치도 무주군 무주읍 당산리 1438번지  ,정상,1,한우,허가,142,2026-01-05
무주군,박ㅇㅇ축사,전북특별자치도 무주군 안성면 덕산리 1668번지 1호  ,정상,1,한우,허가,162,2026-01-05
무주군,유ㅇㅇ 축사,전북특별자치도 무주군 안성면 덕산리 1763번지 3호  ,정상,1,한우,허가,750,2026-01-05
무주군,대덕산삼형제농장,전북특별자치도 무주군 무풍면 금평리 산 172번지 16호  ,정상,1,한우,허가,1215,2026-01-05
무주군,공ㅇㅇ축사,전북특별자치도 무주군 안성면 덕산리 1676-1번지  ,정상,1,한우,허가,448,2026-01-05
무주군,대덕산삼형제농장,전북특별자치도 무주군 무풍면 금평리 240번지 7호  ,정상,1,한우,허가,1075.2,2026-01-05
